dataset,oa,aa,k,target_size,algorithm,time,selected_features,selected_weights
paviaU,0.875,0.843,0.843,6,bsdr,1.981,15|32|39|59|69|85,0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.877,0.855,0.855,5,bsdr,2.15,16|33|56|69|88,0.0|0.0|0.0|0.0|0.0
paviaU,0.903,0.884,0.884,8,bsdr,2.322,10|26|40|42|61|68|73|85,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.927,0.917,0.917,28,bsdr,2.74,3|6|10|14|17|21|25|31|34|37|44|46|56|59|61|64|67|70|73|76|80|83|85|89|94|98,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.924,0.914,0.914,25,bsdr,2.664,4|9|12|15|19|24|29|31|35|42|44|46|50|55|58|63|67|70|73|76|83|85|87|93|98,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.937,0.924,0.924,26,bsdr,2.868,3|7|14|17|21|26|31|35|37|42|46|47|55|61|63|65|67|69|73|82|83|85|91|97|99,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.922,0.914,0.914,20,bsdr,2.665,5|9|16|18|24|27|34|37|42|48|55|61|64|67|70|78|83|85|93|98,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.927,0.915,0.915,19,bsdr,2.468,4|14|20|25|31|39|42|45|51|55|63|68|70|74|83|85|86|98,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.924,0.914,0.914,18,bsdr,2.691,6|14|16|20|27|36|42|46|49|56|58|63|69|74|83|85|88|98,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.93,0.917,0.917,29,bsdr,3.003,4|7|10|14|17|20|24|27|32|34|38|41|46|51|61|63|64|68|70|72|76|79|83|85|87|89|97|99,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.926,0.917,0.917,30,bsdr,2.829,3|6|10|14|17|20|22|26|28|32|38|42|45|50|53|56|62|64|67|68|70|73|79|83|85|87|93|96|99,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.929,0.916,0.916,27,bsdr,2.842,4|7|10|15|18|21|24|27|35|37|39|42|47|51|56|58|62|63|68|72|76|80|83|85|87|97|99,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.906,0.881,0.881,29,spa,145.338,0|1|2|3|4|6|7|9|11|13|15|17|19|21|26|32|46|61|68|72|76|82|85|93|96|99|100|101|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.906,0.878,0.878,27,spa,136.275,0|1|2|3|4|6|7|9|11|13|15|17|21|26|32|46|61|68|72|76|82|85|93|96|99|101|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.907,0.881,0.881,28,spa,139.01,0|1|2|3|4|6|7|9|11|13|15|17|21|26|32|46|61|68|72|76|82|85|93|96|99|100|101|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.825,0.784,0.784,5,spa,29.018,0|17|60|72|96,0.0|0.0|0.0|0.0|0.0
paviaU,0.87,0.846,0.846,12,spa,64.505,0|1|2|4|6|9|17|32|61|72|83|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.861,0.826,0.826,11,spa,59.753,0|1|2|4|6|13|31|61|72|90|101,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.896,0.869,0.869,18,spa,93.707,0|1|2|3|4|6|7|9|11|13|17|32|61|72|83|84|99|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.894,0.868,0.868,17,spa,88.838,0|1|2|3|4|6|7|9|11|17|32|61|72|83|84|99|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.898,0.871,0.871,16,spa,83.674,0|1|2|3|4|6|9|11|17|32|61|72|83|84|99|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.9,0.874,0.874,15,spa,79.294,0|1|2|4|6|9|11|17|32|61|72|83|84|99|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.9,0.874,0.874,14,spa,74.538,0|1|2|4|6|9|11|17|32|61|72|83|84|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.903,0.877,0.877,13,spa,70.04,0|1|2|4|6|9|17|32|61|71|76|82|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.852,0.818,0.818,8,spa,44.304,0|2|4|13|36|58|72|90,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.855,0.817,0.817,7,spa,39.572,0|2|14|38|62|71|90,0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.848,0.808,0.808,10,spa,55.081,0|1|2|4|11|30|61|72|90|101,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.847,0.799,0.799,9,spa,49.774,0|1|2|5|26|61|72|90|101,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.825,0.754,0.754,6,spa,34.56,0|2|37|58|72|90,0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.899,0.869,0.869,20,spa,102.919,0|1|2|3|4|6|7|9|11|13|17|32|46|61|71|81|84|96|100|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.906,0.879,0.879,21,spa,107.93,0|1|2|3|4|6|7|9|11|13|17|32|46|61|69|73|82|84|96|100|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.911,0.887,0.887,25,spa,127.34,0|1|2|3|4|6|7|9|11|13|15|17|20|31|45|58|68|72|77|82|84|94|97|100|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.908,0.88,0.88,24,spa,121.653,0|1|2|3|4|6|7|9|11|13|15|17|21|32|46|61|70|75|82|84|96|99|101|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.907,0.884,0.884,23,spa,117.174,0|1|2|3|4|6|8|10|12|14|16|19|30|45|62|67|73|82|84|90|97|101|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.904,0.877,0.877,26,spa,130.803,0|1|2|3|4|6|7|9|11|13|15|17|20|23|32|46|61|71|75|81|84|93|96|98|100|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.903,0.874,0.874,22,spa,114.069,0|1|2|3|4|6|7|9|11|13|15|17|32|46|61|71|75|81|84|96|100|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.896,0.872,0.872,19,spa,98.96,0|1|2|3|4|6|7|9|11|13|17|32|46|61|72|83|84|99|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.906,0.883,0.883,30,spa,148.827,0|1|2|3|4|6|7|9|11|13|15|17|20|23|27|32|46|61|68|71|75|81|84|87|93|96|98|100|101|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.918,0.893,0.893,30,v7,1383.77,14|21|27|30|38|41|42|44|46|47|48|56|57|60|62|63|68|71|72|75|76|80|81|83|84|86|96|98|100|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.45370954275131226|0.3591318130493164|0.06250150501728058|0.02480475977063179|0.15328919887542725|0.549870491027832|0.015871774405241013|0.02500891126692295|0.053763024508953094|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011932373046875|0.011049902997910976|0.31283262372016907|0.03112628310918808|0.357299268245697
paviaU,0.92,0.896,0.896,24,v7,0.0,14|21|27|30|38|42|46|47|48|62|63|68|71|72|75|76|80|81|83|84|86|96|98|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.02480475977063179|0.15328919887542725|0.549870491027832|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011932373046875|0.011049902997910976|0.31283262372016907|0.357299268245697
paviaU,0.92,0.895,0.895,25,v7,0.0,14|21|27|30|38|42|46|47|48|60|62|63|68|71|72|75|76|80|81|83|84|86|96|98|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.02480475977063179|0.15328919887542725|0.549870491027832|0.053763024508953094|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011932373046875|0.011049902997910976|0.31283262372016907|0.357299268245697
paviaU,0.92,0.895,0.895,26,v7,0.0,14|21|27|30|38|42|46|47|48|60|62|63|68|71|72|75|76|80|81|83|84|86|96|98|100|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.02480475977063179|0.15328919887542725|0.549870491027832|0.053763024508953094|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011932373046875|0.011049902997910976|0.31283262372016907|0.03112628310918808|0.357299268245697
paviaU,0.919,0.894,0.894,27,v7,0.0,14|21|27|30|38|42|46|47|48|57|60|62|63|68|71|72|75|76|80|81|83|84|86|96|98|100|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.02480475977063179|0.15328919887542725|0.549870491027832|0.02500891126692295|0.053763024508953094|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011932373046875|0.011049902997910976|0.31283262372016907|0.03112628310918808|0.357299268245697
paviaU,0.919,0.894,0.894,28,v7,0.0,14|21|27|30|38|41|42|46|47|48|57|60|62|63|68|71|72|75|76|80|81|83|84|86|96|98|100|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.45370954275131226|0.3591318130493164|0.02480475977063179|0.15328919887542725|0.549870491027832|0.02500891126692295|0.053763024508953094|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011932373046875|0.011049902997910976|0.31283262372016907|0.03112628310918808|0.357299268245697
paviaU,0.919,0.894,0.894,29,v7,0.0,14|21|27|30|38|41|42|44|46|47|48|57|60|62|63|68|71|72|75|76|80|81|83|84|86|96|98|100|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.45370954275131226|0.3591318130493164|0.06250150501728058|0.02480475977063179|0.15328919887542725|0.549870491027832|0.02500891126692295|0.053763024508953094|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011932373046875|0.011049902997910976|0.31283262372016907|0.03112628310918808|0.357299268245697
paviaU,0.921,0.897,0.897,22,v7,0.0,14|21|27|30|38|42|47|48|62|63|68|71|72|75|76|80|81|83|84|96|98|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.15328919887542725|0.549870491027832|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907|0.357299268245697
paviaU,0.921,0.897,0.897,23,v7,0.0,14|21|27|30|38|42|47|48|62|63|68|71|72|75|76|80|81|83|84|86|96|98|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.15328919887542725|0.549870491027832|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011932373046875|0.011049902997910976|0.31283262372016907|0.357299268245697
paviaU,0.904,0.87,0.87,8,v7,0.0,30|62|68|71|83|84|96|98,0.060839831829071045|0.11635072529315948|0.09879382699728012|0.20449846982955933|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907
paviaU,0.912,0.883,0.883,9,v7,0.0,21|30|62|68|71|83|84|96|98,0.005982194561511278|0.060839831829071045|0.11635072529315948|0.09879382699728012|0.20449846982955933|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907
paviaU,0.913,0.883,0.883,10,v7,0.0,21|30|62|68|71|75|83|84|96|98,0.005982194561511278|0.060839831829071045|0.11635072529315948|0.09879382699728012|0.20449846982955933|0.35835206508636475|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907
paviaU,0.918,0.892,0.892,11,v7,0.0,21|30|38|62|68|71|75|83|84|96|98,0.005982194561511278|0.060839831829071045|0.018020452931523323|0.11635072529315948|0.09879382699728012|0.20449846982955933|0.35835206508636475|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907
paviaU,0.918,0.892,0.892,12,v7,0.0,21|30|38|62|68|71|75|76|83|84|96|98,0.005982194561511278|0.060839831829071045|0.018020452931523323|0.11635072529315948|0.09879382699728012|0.20449846982955933|0.35835206508636475|0.020903438329696655|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907
paviaU,0.919,0.893,0.893,13,v7,0.0,21|30|38|62|63|68|71|75|76|83|84|96|98,0.005982194561511278|0.060839831829071045|0.018020452931523323|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.35835206508636475|0.020903438329696655|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907
paviaU,0.919,0.893,0.893,14,v7,0.0,21|30|38|47|62|63|68|71|75|76|83|84|96|98,0.005982194561511278|0.060839831829071045|0.018020452931523323|0.15328919887542725|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.35835206508636475|0.020903438329696655|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907
paviaU,0.921,0.896,0.896,15,v7,0.0,21|30|38|47|62|63|68|71|75|76|81|83|84|96|98,0.005982194561511278|0.060839831829071045|0.018020452931523323|0.15328919887542725|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.35835206508636475|0.020903438329696655|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907
paviaU,0.921,0.895,0.895,16,v7,0.0,21|27|30|38|47|62|63|68|71|75|76|81|83|84|96|98,0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.15328919887542725|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.35835206508636475|0.020903438329696655|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907
paviaU,0.921,0.896,0.896,17,v7,0.0,21|27|30|38|47|62|63|68|71|75|76|81|83|84|96|98|102,0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.15328919887542725|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.35835206508636475|0.020903438329696655|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907|0.357299268245697
paviaU,0.921,0.896,0.896,18,v7,0.0,21|27|30|38|42|47|62|63|68|71|75|76|81|83|84|96|98|102,0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.15328919887542725|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.35835206508636475|0.020903438329696655|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907|0.357299268245697
paviaU,0.921,0.896,0.896,19,v7,0.0,21|27|30|38|42|47|62|63|68|71|75|76|80|81|83|84|96|98|102,0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.15328919887542725|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907|0.357299268245697
paviaU,0.922,0.897,0.897,20,v7,0.0,14|21|27|30|38|42|47|62|63|68|71|75|76|80|81|83|84|96|98|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.15328919887542725|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907|0.357299268245697
paviaU,0.922,0.897,0.897,21,v7,0.0,14|21|27|30|38|42|47|62|63|68|71|72|75|76|80|81|83|84|96|98|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.15328919887542725|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907|0.357299268245697
paviaU,0.858,0.78,0.78,5,v7,0.0,68|71|83|84|96,0.09879382699728012|0.20449846982955933|0.01135966181755066|0.04343795031309128|0.011049902997910976
paviaU,0.889,0.854,0.854,7,v7,0.0,30|68|71|83|84|96|98,0.060839831829071045|0.09879382699728012|0.20449846982955933|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907
paviaU,0.884,0.845,0.845,6,v7,0.0,30|68|71|83|84|96,0.060839831829071045|0.09879382699728012|0.20449846982955933|0.01135966181755066|0.04343795031309128|0.011049902997910976
