dataset,oa,aa,k,target_size,algorithm,time,selected_features,selected_weights
ghisaconus,0.702,0.588,0.588,6,bsnet,0.0,2|35|39|70|82|103,0.4727769196033478|0.5209493041038513|0.5182114839553833|0.5677629113197327|0.4972304105758667|0.4704035222530365
ghisaconus,0.676,0.561,0.561,5,bsnet,0.0,2|35|39|70|103,0.4727769196033478|0.5209493041038513|0.5182114839553833|0.5677629113197327|0.4704035222530365
ghisaconus,0.76,0.629,0.629,16,bsnet,0.0,2|15|31|32|35|39|56|67|70|82|91|94|95|99|103|116,0.4727769196033478|0.5379403829574585|0.45881637930870056|0.4824197590351105|0.5209493041038513|0.5182114839553833|0.40609365701675415|0.4377405047416687|0.5677629113197327|0.4972304105758667|0.4547828733921051|0.5324000716209412|0.4846445620059967|0.49876806139945984|0.4704035222530365|0.47244521975517273
ghisaconus,0.766,0.638,0.638,19,bsnet,0.0,2|15|29|31|32|34|35|39|56|67|70|82|91|92|94|95|99|103|116,0.4727769196033478|0.5379403829574585|0.5019431114196777|0.45881637930870056|0.4824197590351105|0.5164439082145691|0.5209493041038513|0.5182114839553833|0.40609365701675415|0.4377405047416687|0.5677629113197327|0.4972304105758667|0.4547828733921051|0.501053512096405|0.5324000716209412|0.4846445620059967|0.49876806139945984|0.4704035222530365|0.47244521975517273
ghisaconus,0.763,0.634,0.634,18,bsnet,0.0,2|15|31|32|34|35|39|56|67|70|82|91|92|94|95|99|103|116,0.4727769196033478|0.5379403829574585|0.45881637930870056|0.4824197590351105|0.5164439082145691|0.5209493041038513|0.5182114839553833|0.40609365701675415|0.4377405047416687|0.5677629113197327|0.4972304105758667|0.4547828733921051|0.501053512096405|0.5324000716209412|0.4846445620059967|0.49876806139945984|0.4704035222530365|0.47244521975517273
ghisaconus,0.763,0.633,0.633,17,bsnet,0.0,2|15|31|32|35|39|56|67|70|82|91|92|94|95|99|103|116,0.4727769196033478|0.5379403829574585|0.45881637930870056|0.4824197590351105|0.5209493041038513|0.5182114839553833|0.40609365701675415|0.4377405047416687|0.5677629113197327|0.4972304105758667|0.4547828733921051|0.501053512096405|0.5324000716209412|0.4846445620059967|0.49876806139945984|0.4704035222530365|0.47244521975517273
ghisaconus,0.735,0.613,0.613,14,bsnet,0.0,2|31|32|35|39|56|67|70|82|91|94|95|99|103,0.4727769196033478|0.45881637930870056|0.4824197590351105|0.5209493041038513|0.5182114839553833|0.40609365701675415|0.4377405047416687|0.5677629113197327|0.4972304105758667|0.4547828733921051|0.5324000716209412|0.4846445620059967|0.49876806139945984|0.4704035222530365
ghisaconus,0.747,0.62,0.62,15,bsnet,0.0,2|31|32|35|39|56|67|70|82|91|94|95|99|103|116,0.4727769196033478|0.45881637930870056|0.4824197590351105|0.5209493041038513|0.5182114839553833|0.40609365701675415|0.4377405047416687|0.5677629113197327|0.4972304105758667|0.4547828733921051|0.5324000716209412|0.4846445620059967|0.49876806139945984|0.4704035222530365|0.47244521975517273
ghisaconus,0.778,0.669,0.669,30,v0,102.864,2|3|6|9|11|13|17|20|23|29|34|42|45|59|61|65|74|77|81|85|87|93|97|98|104|105|107|108|109|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5649540424346924|0.5942496657371521|0.6098465919494629|0.6056355834007263|0.5567312836647034|0.5880772471427917|0.5723087191581726|0.616258978843689|0.6967554092407227|0.4268878102302551|0.5732625126838684|0.4553779661655426|0.5475172996520996|0.4854300320148468|0.5131778120994568|0.520984411239624|0.39084354043006897|0.4623366892337799|0.6442933082580566|0.4776396155357361|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.4693780541419983|0.556445837020874|0.5672222971916199|0.5080612897872925
ghisaconus,0.763,0.65,0.65,23,v0,0.0,2|3|6|9|11|13|17|23|42|45|59|61|74|77|81|87|93|97|98|104|105|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5649540424346924|0.5942496657371521|0.6098465919494629|0.6056355834007263|0.5880772471427917|0.6967554092407227|0.4268878102302551|0.5732625126838684|0.4553779661655426|0.4854300320148468|0.5131778120994568|0.520984411239624|0.4623366892337799|0.6442933082580566|0.4776396155357361|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.556445837020874|0.5080612897872925
ghisaconus,0.764,0.655,0.655,22,v0,0.0,2|3|6|9|11|13|17|23|42|45|59|61|74|77|81|87|93|98|104|105|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5649540424346924|0.5942496657371521|0.6098465919494629|0.6056355834007263|0.5880772471427917|0.6967554092407227|0.4268878102302551|0.5732625126838684|0.4553779661655426|0.4854300320148468|0.5131778120994568|0.520984411239624|0.4623366892337799|0.6442933082580566|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.556445837020874|0.5080612897872925
ghisaconus,0.764,0.655,0.655,21,v0,0.0,2|3|6|11|13|17|23|42|45|59|61|74|77|81|87|93|98|104|105|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5942496657371521|0.6098465919494629|0.6056355834007263|0.5880772471427917|0.6967554092407227|0.4268878102302551|0.5732625126838684|0.4553779661655426|0.4854300320148468|0.5131778120994568|0.520984411239624|0.4623366892337799|0.6442933082580566|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.556445837020874|0.5080612897872925
ghisaconus,0.76,0.65,0.65,20,v0,0.0,2|3|6|11|13|17|23|42|45|61|74|77|81|87|93|98|104|105|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5942496657371521|0.6098465919494629|0.6056355834007263|0.5880772471427917|0.6967554092407227|0.4268878102302551|0.4553779661655426|0.4854300320148468|0.5131778120994568|0.520984411239624|0.4623366892337799|0.6442933082580566|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.556445837020874|0.5080612897872925
ghisaconus,0.761,0.65,0.65,19,v0,0.0,2|3|6|11|13|17|23|42|45|61|74|77|87|93|98|104|105|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5942496657371521|0.6098465919494629|0.6056355834007263|0.5880772471427917|0.6967554092407227|0.4268878102302551|0.4553779661655426|0.4854300320148468|0.5131778120994568|0.4623366892337799|0.6442933082580566|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.556445837020874|0.5080612897872925
ghisaconus,0.761,0.651,0.651,18,v0,0.0,2|3|6|11|13|17|23|42|45|61|77|87|93|98|104|105|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5942496657371521|0.6098465919494629|0.6056355834007263|0.5880772471427917|0.6967554092407227|0.4268878102302551|0.4553779661655426|0.5131778120994568|0.4623366892337799|0.6442933082580566|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.556445837020874|0.5080612897872925
ghisaconus,0.755,0.64,0.64,17,v0,0.0,2|3|6|11|17|23|42|45|61|77|87|93|98|104|105|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5942496657371521|0.6056355834007263|0.5880772471427917|0.6967554092407227|0.4268878102302551|0.4553779661655426|0.5131778120994568|0.4623366892337799|0.6442933082580566|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.556445837020874|0.5080612897872925
ghisaconus,0.763,0.653,0.653,16,v0,0.0,2|3|6|11|17|23|42|45|61|77|93|98|104|105|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5942496657371521|0.6056355834007263|0.5880772471427917|0.6967554092407227|0.4268878102302551|0.4553779661655426|0.5131778120994568|0.6442933082580566|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.556445837020874|0.5080612897872925
ghisaconus,0.76,0.646,0.646,15,v0,0.0,2|3|6|11|17|23|42|61|77|93|98|104|105|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5942496657371521|0.6056355834007263|0.5880772471427917|0.6967554092407227|0.4553779661655426|0.5131778120994568|0.6442933082580566|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.556445837020874|0.5080612897872925
ghisaconus,0.761,0.639,0.639,14,v0,0.0,2|3|6|11|17|23|42|61|93|98|104|105|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5942496657371521|0.6056355834007263|0.5880772471427917|0.6967554092407227|0.4553779661655426|0.6442933082580566|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.556445837020874|0.5080612897872925
ghisaconus,0.769,0.654,0.654,29,v0,0.0,2|3|6|9|11|13|17|20|23|34|42|45|59|61|65|74|77|81|85|87|93|97|98|104|105|107|108|109|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5649540424346924|0.5942496657371521|0.6098465919494629|0.6056355834007263|0.5567312836647034|0.5880772471427917|0.616258978843689|0.6967554092407227|0.4268878102302551|0.5732625126838684|0.4553779661655426|0.5475172996520996|0.4854300320148468|0.5131778120994568|0.520984411239624|0.39084354043006897|0.4623366892337799|0.6442933082580566|0.4776396155357361|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.4693780541419983|0.556445837020874|0.5672222971916199|0.5080612897872925
ghisaconus,0.77,0.653,0.653,28,v0,0.0,2|3|6|9|11|13|17|20|23|34|42|45|59|61|65|74|77|81|85|87|93|97|98|104|105|107|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5649540424346924|0.5942496657371521|0.6098465919494629|0.6056355834007263|0.5567312836647034|0.5880772471427917|0.616258978843689|0.6967554092407227|0.4268878102302551|0.5732625126838684|0.4553779661655426|0.5475172996520996|0.4854300320148468|0.5131778120994568|0.520984411239624|0.39084354043006897|0.4623366892337799|0.6442933082580566|0.4776396155357361|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.4693780541419983|0.556445837020874|0.5080612897872925
ghisaconus,0.772,0.66,0.66,27,v0,0.0,2|3|6|9|11|13|17|20|23|34|42|45|59|61|65|74|77|81|87|93|97|98|104|105|107|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5649540424346924|0.5942496657371521|0.6098465919494629|0.6056355834007263|0.5567312836647034|0.5880772471427917|0.616258978843689|0.6967554092407227|0.4268878102302551|0.5732625126838684|0.4553779661655426|0.5475172996520996|0.4854300320148468|0.5131778120994568|0.520984411239624|0.4623366892337799|0.6442933082580566|0.4776396155357361|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.4693780541419983|0.556445837020874|0.5080612897872925
ghisaconus,0.772,0.654,0.654,26,v0,0.0,2|3|6|9|11|13|17|23|34|42|45|59|61|65|74|77|81|87|93|97|98|104|105|107|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5649540424346924|0.5942496657371521|0.6098465919494629|0.6056355834007263|0.5880772471427917|0.616258978843689|0.6967554092407227|0.4268878102302551|0.5732625126838684|0.4553779661655426|0.5475172996520996|0.4854300320148468|0.5131778120994568|0.520984411239624|0.4623366892337799|0.6442933082580566|0.4776396155357361|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.4693780541419983|0.556445837020874|0.5080612897872925
ghisaconus,0.771,0.651,0.651,25,v0,0.0,2|3|6|9|11|13|17|23|34|42|45|59|61|74|77|81|87|93|97|98|104|105|107|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5649540424346924|0.5942496657371521|0.6098465919494629|0.6056355834007263|0.5880772471427917|0.616258978843689|0.6967554092407227|0.4268878102302551|0.5732625126838684|0.4553779661655426|0.4854300320148468|0.5131778120994568|0.520984411239624|0.4623366892337799|0.6442933082580566|0.4776396155357361|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.4693780541419983|0.556445837020874|0.5080612897872925
ghisaconus,0.771,0.653,0.653,24,v0,0.0,2|3|6|9|11|13|17|23|34|42|45|59|61|74|77|81|87|93|97|98|104|105|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5649540424346924|0.5942496657371521|0.6098465919494629|0.6056355834007263|0.5880772471427917|0.616258978843689|0.6967554092407227|0.4268878102302551|0.5732625126838684|0.4553779661655426|0.4854300320148468|0.5131778120994568|0.520984411239624|0.4623366892337799|0.6442933082580566|0.4776396155357361|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.556445837020874|0.5080612897872925
ghisaconus,0.729,0.62,0.62,11,v0,0.0,2|3|6|23|42|61|93|98|105|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5880772471427917|0.6967554092407227|0.4553779661655426|0.6442933082580566|0.4682099521160126|0.4705452620983124|0.556445837020874|0.5080612897872925
ghisaconus,0.724,0.62,0.62,10,v0,0.0,2|3|6|23|42|61|93|105|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.5880772471427917|0.6967554092407227|0.4553779661655426|0.6442933082580566|0.4705452620983124|0.556445837020874|0.5080612897872925
ghisaconus,0.749,0.635,0.635,13,v0,0.0,2|3|6|17|23|42|61|93|98|104|105|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.6056355834007263|0.5880772471427917|0.6967554092407227|0.4553779661655426|0.6442933082580566|0.4682099521160126|0.4840565323829651|0.4705452620983124|0.556445837020874|0.5080612897872925
ghisaconus,0.742,0.641,0.641,12,v0,0.0,2|3|6|17|23|42|61|93|98|105|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.6056355834007263|0.5880772471427917|0.6967554092407227|0.4553779661655426|0.6442933082580566|0.4682099521160126|0.4705452620983124|0.556445837020874|0.5080612897872925
ghisaconus,0.681,0.576,0.576,9,v0,0.0,2|3|6|42|61|93|105|108|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.6967554092407227|0.4553779661655426|0.6442933082580566|0.4705452620983124|0.556445837020874|0.5080612897872925
ghisaconus,0.686,0.576,0.576,8,v0,0.0,2|3|6|42|61|93|105|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.6967554092407227|0.4553779661655426|0.6442933082580566|0.4705452620983124|0.5080612897872925
ghisaconus,0.654,0.55,0.55,6,v0,0.0,2|3|6|61|93|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.4553779661655426|0.6442933082580566|0.5080612897872925
ghisaconus,0.678,0.556,0.556,7,v0,0.0,2|3|6|42|61|93|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.6967554092407227|0.4553779661655426|0.6442933082580566|0.5080612897872925
ghisaconus,0.671,0.569,0.569,5,v0,0.0,2|3|6|93|127,0.6370661854743958|0.5061836242675781|0.3346327245235443|0.6442933082580566|0.5080612897872925
ghisaconus,0.71,0.62,0.62,10,v1,0.0,6|23|27|29|31|39|41|50|54|62,0.7696954011917114|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.009477917104959488|0.507763683795929|0.006480260286480188|0.45742926001548767|0.46838828921318054
ghisaconus,0.724,0.626,0.626,12,v1,0.0,6|14|23|27|29|31|38|39|41|50|54|62,0.7696954011917114|0.5092375874519348|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.5984750390052795|0.009477917104959488|0.507763683795929|0.006480260286480188|0.45742926001548767|0.46838828921318054
ghisaconus,0.734,0.641,0.641,13,v1,0.0,6|14|15|23|27|29|31|38|39|41|50|54|62,0.7696954011917114|0.5092375874519348|0.19176997244358063|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.5984750390052795|0.009477917104959488|0.507763683795929|0.006480260286480188|0.45742926001548767|0.46838828921318054
ghisaconus,0.743,0.649,0.649,14,v1,0.0,6|14|15|19|23|27|29|31|38|39|41|50|54|62,0.7696954011917114|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.5984750390052795|0.009477917104959488|0.507763683795929|0.006480260286480188|0.45742926001548767|0.46838828921318054
ghisaconus,0.73,0.642,0.642,11,v1,0.0,6|14|23|27|29|31|39|41|50|54|62,0.7696954011917114|0.5092375874519348|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.009477917104959488|0.507763683795929|0.006480260286480188|0.45742926001548767|0.46838828921318054
ghisaconus,0.708,0.612,0.612,8,v1,0.0,6|23|27|29|31|39|41|62,0.7696954011917114|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.009477917104959488|0.507763683795929|0.46838828921318054
ghisaconus,0.703,0.607,0.607,9,v1,0.0,6|23|27|29|31|39|41|50|62,0.7696954011917114|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.009477917104959488|0.507763683795929|0.006480260286480188|0.46838828921318054
ghisaconus,0.781,0.676,0.676,18,v1,0.0,6|11|14|15|19|23|27|29|31|38|39|41|43|50|54|62|90|92,0.7696954011917114|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.005862752441316843|0.03696456924080849
ghisaconus,0.787,0.682,0.682,19,v1,0.0,6|11|14|15|19|23|27|29|31|38|39|41|43|50|54|62|66|90|92,0.7696954011917114|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.005862752441316843|0.03696456924080849
ghisaconus,0.788,0.679,0.679,20,v1,0.0,6|11|14|15|19|23|27|29|31|38|39|41|43|50|54|62|66|79|90|92,0.7696954011917114|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.6112087965011597|0.005862752441316843|0.03696456924080849
ghisaconus,0.794,0.687,0.687,21,v1,0.0,6|10|11|14|15|19|23|27|29|31|38|39|41|43|50|54|62|66|79|90|92,0.7696954011917114|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.6112087965011597|0.005862752441316843|0.03696456924080849
ghisaconus,0.79,0.683,0.683,22,v1,0.0,3|6|10|11|14|15|19|23|27|29|31|38|39|41|43|50|54|62|66|79|90|92,0.0061755054630339146|0.7696954011917114|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.6112087965011597|0.005862752441316843|0.03696456924080849
ghisaconus,0.795,0.683,0.683,23,v1,0.0,3|6|10|11|14|15|19|23|27|29|31|38|39|41|43|50|54|62|66|71|79|90|92,0.0061755054630339146|0.7696954011917114|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.004940337501466274|0.6112087965011597|0.005862752441316843|0.03696456924080849
ghisaconus,0.789,0.678,0.678,24,v1,0.0,3|6|10|11|14|15|19|23|27|29|31|33|38|39|41|43|50|54|62|66|71|79|90|92,0.0061755054630339146|0.7696954011917114|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.7178792357444763|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.004940337501466274|0.6112087965011597|0.005862752441316843|0.03696456924080849
ghisaconus,0.785,0.67,0.67,25,v1,0.0,0|3|6|10|11|14|15|19|23|27|29|31|33|38|39|41|43|50|54|62|66|71|79|90|92,0.013577533885836601|0.0061755054630339146|0.7696954011917114|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.7178792357444763|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.004940337501466274|0.6112087965011597|0.005862752441316843|0.03696456924080849
ghisaconus,0.793,0.673,0.673,26,v1,0.0,0|3|6|10|11|14|15|19|23|27|29|31|33|38|39|41|43|50|54|62|66|71|79|90|92|101,0.013577533885836601|0.0061755054630339146|0.7696954011917114|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.7178792357444763|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.004940337501466274|0.6112087965011597|0.005862752441316843|0.03696456924080849|0.01015371736139059
ghisaconus,0.794,0.674,0.674,27,v1,0.0,0|3|6|10|11|14|15|19|23|27|29|31|33|38|39|41|43|50|54|62|66|71|79|90|92|98|101,0.013577533885836601|0.0061755054630339146|0.7696954011917114|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.7178792357444763|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.004940337501466274|0.6112087965011597|0.005862752441316843|0.03696456924080849|0.41357114911079407|0.01015371736139059
ghisaconus,0.79,0.673,0.673,28,v1,0.0,0|3|5|6|10|11|14|15|19|23|27|29|31|33|38|39|41|43|50|54|62|66|71|79|90|92|98|101,0.013577533885836601|0.0061755054630339146|0.8436639308929443|0.7696954011917114|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.7178792357444763|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.004940337501466274|0.6112087965011597|0.005862752441316843|0.03696456924080849|0.41357114911079407|0.01015371736139059
ghisaconus,0.789,0.673,0.673,29,v1,0.0,0|3|5|6|9|10|11|14|15|19|23|27|29|31|33|38|39|41|43|50|54|62|66|71|79|90|92|98|101,0.013577533885836601|0.0061755054630339146|0.8436639308929443|0.7696954011917114|0.25339531898498535|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.7178792357444763|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.004940337501466274|0.6112087965011597|0.005862752441316843|0.03696456924080849|0.41357114911079407|0.01015371736139059
ghisaconus,0.791,0.675,0.675,30,v1,24.474,0|3|5|6|9|10|11|14|15|19|23|27|29|31|33|38|39|41|43|50|54|62|66|71|79|88|90|92|98|101,0.013577533885836601|0.0061755054630339146|0.8436639308929443|0.7696954011917114|0.25339531898498535|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.7178792357444763|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.004940337501466274|0.6112087965011597|1.0635571479797363|0.005862752441316843|0.03696456924080849|0.41357114911079407|0.01015371736139059
ghisaconus,0.754,0.65,0.65,15,v1,0.0,6|11|14|15|19|23|27|29|31|38|39|41|50|54|62,0.7696954011917114|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.5984750390052795|0.009477917104959488|0.507763683795929|0.006480260286480188|0.45742926001548767|0.46838828921318054
ghisaconus,0.756,0.652,0.652,16,v1,0.0,6|11|14|15|19|23|27|29|31|38|39|41|43|50|54|62,0.7696954011917114|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054
ghisaconus,0.777,0.67,0.67,17,v1,0.0,6|11|14|15|19|23|27|29|31|38|39|41|43|50|54|62|90,0.7696954011917114|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.005862752441316843
ghisaconus,0.667,0.575,0.575,5,v1,0.0,27|29|31|39|41,0.014815123751759529|0.4824845492839813|0.1996852606534958|0.009477917104959488|0.507763683795929
ghisaconus,0.71,0.61,0.61,6,v1,0.0,27|29|31|39|41|62,0.014815123751759529|0.4824845492839813|0.1996852606534958|0.009477917104959488|0.507763683795929|0.46838828921318054
ghisaconus,0.703,0.602,0.602,7,v1,0.0,6|27|29|31|39|41|62,0.7696954011917114|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.009477917104959488|0.507763683795929|0.46838828921318054
ghisaconus,0.802,0.691,0.691,24,v9,0.0,0|1|5|6|9|11|14|15|19|23|27|29|31|33|39|41|50|55|62|71|91|98|106|121,0.5473887324333191|0.20600877702236176|0.027560871094465256|0.8434969186782837|0.04053574055433273|0.5600525140762329|0.014068842865526676|0.5647609829902649|0.013210250996053219|0.026248013600707054|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.6271457672119141|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.500507652759552|0.4924476742744446|0.01514201145619154|0.16731847822666168
ghisaconus,0.801,0.688,0.688,30,v9,24.041,0|1|3|5|6|7|9|11|14|15|19|23|27|29|31|33|39|41|50|54|55|62|71|79|90|91|98|101|106|121,0.5473887324333191|0.20600877702236176|0.918628990650177|0.027560871094465256|0.8434969186782837|0.01839100942015648|0.04053574055433273|0.5600525140762329|0.014068842865526676|0.5647609829902649|0.013210250996053219|0.026248013600707054|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.6271457672119141|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.245353102684021|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.022839322686195374|0.3495176136493683|0.500507652759552|0.4924476742744446|1.044937252998352|0.01514201145619154|0.16731847822666168
ghisaconus,0.808,0.695,0.695,22,v9,0.0,1|5|6|11|14|15|19|23|27|29|31|33|39|41|50|55|62|71|91|98|106|121,0.20600877702236176|0.027560871094465256|0.8434969186782837|0.5600525140762329|0.014068842865526676|0.5647609829902649|0.013210250996053219|0.026248013600707054|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.6271457672119141|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.500507652759552|0.4924476742744446|0.01514201145619154|0.16731847822666168
ghisaconus,0.791,0.676,0.676,12,v9,0.0,6|11|19|27|29|31|39|41|50|62|98|106,0.8434969186782837|0.5600525140762329|0.013210250996053219|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.6114491820335388|0.4924476742744446|0.01514201145619154
