dataset,oa,aa,k,target_size,algorithm,time,selected_features,selected_weights
ghisaconus,0.798,0.683,0.683,13,v9,0.0,6|11|19|27|29|31|39|41|50|55|62|98|106,0.8434969186782837|0.5600525140762329|0.013210250996053219|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.4210493862628937|0.6114491820335388|0.4924476742744446|0.01514201145619154
ghisaconus,0.792,0.676,0.676,14,v9,0.0,6|11|19|27|29|31|39|41|50|55|62|71|98|106,0.8434969186782837|0.5600525140762329|0.013210250996053219|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.4924476742744446|0.01514201145619154
ghisaconus,0.809,0.697,0.697,15,v9,0.0,6|11|19|27|29|31|39|41|50|55|62|71|91|98|106,0.8434969186782837|0.5600525140762329|0.013210250996053219|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.500507652759552|0.4924476742744446|0.01514201145619154
ghisaconus,0.814,0.7,0.7,23,v9,0.0,1|5|6|9|11|14|15|19|23|27|29|31|33|39|41|50|55|62|71|91|98|106|121,0.20600877702236176|0.027560871094465256|0.8434969186782837|0.04053574055433273|0.5600525140762329|0.014068842865526676|0.5647609829902649|0.013210250996053219|0.026248013600707054|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.6271457672119141|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.500507652759552|0.4924476742744446|0.01514201145619154|0.16731847822666168
ghisaconus,0.79,0.681,0.681,26,v9,0.0,0|1|5|6|7|9|11|14|15|19|23|27|29|31|33|39|41|50|55|62|71|79|91|98|106|121,0.5473887324333191|0.20600877702236176|0.027560871094465256|0.8434969186782837|0.01839100942015648|0.04053574055433273|0.5600525140762329|0.014068842865526676|0.5647609829902649|0.013210250996053219|0.026248013600707054|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.6271457672119141|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.022839322686195374|0.500507652759552|0.4924476742744446|0.01514201145619154|0.16731847822666168
ghisaconus,0.793,0.682,0.682,25,v9,0.0,0|1|5|6|9|11|14|15|19|23|27|29|31|33|39|41|50|55|62|71|79|91|98|106|121,0.5473887324333191|0.20600877702236176|0.027560871094465256|0.8434969186782837|0.04053574055433273|0.5600525140762329|0.014068842865526676|0.5647609829902649|0.013210250996053219|0.026248013600707054|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.6271457672119141|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.022839322686195374|0.500507652759552|0.4924476742744446|0.01514201145619154|0.16731847822666168
ghisaconus,0.811,0.696,0.696,19,v9,0.0,5|6|11|15|19|23|27|29|31|39|41|50|55|62|71|91|98|106|121,0.027560871094465256|0.8434969186782837|0.5600525140762329|0.5647609829902649|0.013210250996053219|0.026248013600707054|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.500507652759552|0.4924476742744446|0.01514201145619154|0.16731847822666168
ghisaconus,0.81,0.693,0.693,20,v9,0.0,5|6|11|15|19|23|27|29|31|33|39|41|50|55|62|71|91|98|106|121,0.027560871094465256|0.8434969186782837|0.5600525140762329|0.5647609829902649|0.013210250996053219|0.026248013600707054|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.6271457672119141|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.500507652759552|0.4924476742744446|0.01514201145619154|0.16731847822666168
ghisaconus,0.686,0.579,0.579,5,v9,0.0,27|29|31|39|50,0.011150085367262363|0.49654895067214966|0.4911574125289917|0.46738964319229126|0.28208255767822266
ghisaconus,0.693,0.585,0.585,6,v9,0.0,11|27|29|31|39|50,0.5600525140762329|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.46738964319229126|0.28208255767822266
ghisaconus,0.698,0.589,0.589,7,v9,0.0,11|27|29|31|39|50|62,0.5600525140762329|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.46738964319229126|0.28208255767822266|0.6114491820335388
ghisaconus,0.702,0.592,0.592,8,v9,0.0,11|27|29|31|39|41|50|62,0.5600525140762329|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.6114491820335388
ghisaconus,0.735,0.628,0.628,9,v9,0.0,11|27|29|31|39|41|50|62|106,0.5600525140762329|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.6114491820335388|0.01514201145619154
ghisaconus,0.743,0.641,0.641,10,v9,0.0,11|27|29|31|39|41|50|62|98|106,0.5600525140762329|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.6114491820335388|0.4924476742744446|0.01514201145619154
ghisaconus,0.78,0.672,0.672,11,v9,0.0,11|19|27|29|31|39|41|50|62|98|106,0.5600525140762329|0.013210250996053219|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.6114491820335388|0.4924476742744446|0.01514201145619154
ghisaconus,0.813,0.697,0.697,21,v9,0.0,5|6|11|14|15|19|23|27|29|31|33|39|41|50|55|62|71|91|98|106|121,0.027560871094465256|0.8434969186782837|0.5600525140762329|0.014068842865526676|0.5647609829902649|0.013210250996053219|0.026248013600707054|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.6271457672119141|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.500507652759552|0.4924476742744446|0.01514201145619154|0.16731847822666168
ghisaconus,0.796,0.685,0.685,29,v9,0.0,0|1|3|5|6|7|9|11|14|15|19|23|27|29|31|33|39|41|50|54|55|62|71|79|90|91|98|106|121,0.5473887324333191|0.20600877702236176|0.918628990650177|0.027560871094465256|0.8434969186782837|0.01839100942015648|0.04053574055433273|0.5600525140762329|0.014068842865526676|0.5647609829902649|0.013210250996053219|0.026248013600707054|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.6271457672119141|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.245353102684021|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.022839322686195374|0.3495176136493683|0.500507652759552|0.4924476742744446|0.01514201145619154|0.16731847822666168
ghisaconus,0.815,0.699,0.699,18,v9,0.0,5|6|11|15|19|23|27|29|31|39|41|50|55|62|71|91|98|106,0.027560871094465256|0.8434969186782837|0.5600525140762329|0.5647609829902649|0.013210250996053219|0.026248013600707054|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.500507652759552|0.4924476742744446|0.01514201145619154
ghisaconus,0.794,0.681,0.681,27,v9,0.0,0|1|5|6|7|9|11|14|15|19|23|27|29|31|33|39|41|50|54|55|62|71|79|91|98|106|121,0.5473887324333191|0.20600877702236176|0.027560871094465256|0.8434969186782837|0.01839100942015648|0.04053574055433273|0.5600525140762329|0.014068842865526676|0.5647609829902649|0.013210250996053219|0.026248013600707054|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.6271457672119141|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.245353102684021|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.022839322686195374|0.500507652759552|0.4924476742744446|0.01514201145619154|0.16731847822666168
ghisaconus,0.807,0.694,0.694,16,v9,0.0,6|11|15|19|27|29|31|39|41|50|55|62|71|91|98|106,0.8434969186782837|0.5600525140762329|0.5647609829902649|0.013210250996053219|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.500507652759552|0.4924476742744446|0.01514201145619154
ghisaconus,0.813,0.702,0.702,17,v9,0.0,5|6|11|15|19|27|29|31|39|41|50|55|62|71|91|98|106,0.027560871094465256|0.8434969186782837|0.5600525140762329|0.5647609829902649|0.013210250996053219|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.500507652759552|0.4924476742744446|0.01514201145619154
ghisaconus,0.791,0.681,0.681,28,v9,0.0,0|1|3|5|6|7|9|11|14|15|19|23|27|29|31|33|39|41|50|54|55|62|71|79|91|98|106|121,0.5473887324333191|0.20600877702236176|0.918628990650177|0.027560871094465256|0.8434969186782837|0.01839100942015648|0.04053574055433273|0.5600525140762329|0.014068842865526676|0.5647609829902649|0.013210250996053219|0.026248013600707054|0.011150085367262363|0.49654895067214966|0.4911574125289917|0.6271457672119141|0.46738964319229126|0.48734399676322937|0.28208255767822266|0.245353102684021|0.4210493862628937|0.6114491820335388|0.009865677915513515|0.022839322686195374|0.500507652759552|0.4924476742744446|0.01514201145619154|0.16731847822666168
ghisaconus,0.765,0.646,0.646,16,bsdr,1.049,6|17|25|32|38|42|54|60|67|77|82|91|99|107|114|124,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.785,0.679,0.679,17,bsdr,1.057,7|17|22|31|36|39|47|56|62|72|78|90|97|101|110|117|124,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.791,0.675,0.675,23,bsdr,1.037,6|10|16|22|28|31|38|42|50|51|61|62|70|75|80|91|94|97|104|108|111|119|124,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.788,0.667,0.667,24,bsdr,1.052,6|10|16|21|26|31|35|39|44|53|60|62|68|75|77|82|90|97|101|104|107|114|118|125,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.792,0.67,0.67,25,bsdr,1.027,6|11|15|21|26|29|38|41|47|51|55|61|62|67|72|80|86|90|92|102|105|107|116|120|125,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.787,0.672,0.672,26,bsdr,1.028,6|10|15|17|23|28|31|39|42|47|53|56|64|67|71|77|81|90|91|97|101|105|111|118|121|126,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.794,0.68,0.68,27,bsdr,1.08,6|10|15|16|24|28|31|39|42|47|51|56|62|66|72|75|78|82|90|92|102|107|111|114|120|126,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.799,0.676,0.676,28,bsdr,1.057,6|10|12|16|21|27|30|38|39|42|49|53|56|62|67|72|77|82|89|90|92|97|104|107|111|119|121|126,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.804,0.672,0.672,21,bsdr,1.059,6|11|16|23|30|38|42|46|50|61|66|72|76|85|89|91|101|104|110|119|124,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.703,0.59,0.59,6,bsdr,1.032,18|39|57|77|91|107,0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.715,0.59,0.59,7,bsdr,1.037,15|35|46|68|82|92|113,0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.784,0.686,0.686,14,bsdr,1.123,11|16|27|31|42|50|61|66|82|90|91|104|111|118,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.782,0.658,0.658,13,bsdr,1.106,12|16|27|34|47|57|62|72|82|91|101|106|119,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.689,0.567,0.567,5,bsdr,1.049,18|47|65|91|109,0.0|0.0|0.0|0.0|0.0
ghisaconus,0.754,0.655,0.655,12,bsdr,1.033,13|16|27|39|49|62|71|81|91|96|107|121,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.757,0.649,0.649,11,bsdr,1.047,15|21|32|47|57|62|76|91|97|108|118,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.763,0.667,0.667,10,bsdr,1.058,14|22|39|47|61|67|85|91|106|118,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.751,0.638,0.638,9,bsdr,1.046,15|23|38|50|67|82|91|106|116,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.733,0.623,0.623,8,bsdr,1.049,15|27|47|62|75|85|95|116,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.79,0.66,0.66,30,bsdr,1.173,6|9|12|15|16|23|30|32|38|39|44|51|56|59|62|67|71|77|82|89|92|98|102|104|107|115|116|119|126,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.789,0.661,0.661,29,bsdr,1.048,6|10|14|16|19|26|29|38|39|41|49|51|56|61|65|67|72|77|82|86|90|92|101|104|107|110|119|121|126,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.777,0.643,0.643,15,bsdr,1.034,6|16|25|32|40|49|59|67|76|82|91|95|104|111|124,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.794,0.648,0.648,20,bsdr,1.042,6|12|17|22|32|41|46|47|56|62|67|75|82|87|91|101|104|110|117|124,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.79,0.657,0.657,19,bsdr,1.076,6|11|14|27|31|39|42|50|56|66|72|77|82|90|93|104|106|118|124,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.795,0.681,0.681,18,bsdr,1.074,6|13|17|27|31|40|47|56|62|67|75|82|91|96|102|110|113|121,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.801,0.686,0.686,22,bsdr,1.044,6|10|15|23|27|31|38|42|51|60|62|69|76|82|90|91|99|102|106|115|119|124,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.801,0.68,0.68,22,spa,19.528,0|8|13|24|27|29|31|46|49|55|62|71|76|77|89|102|109|117|121|126|128|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.796,0.671,0.671,24,spa,20.677,0|1|5|11|17|24|28|32|46|48|49|55|62|71|76|77|89|102|109|117|121|126|128|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.801,0.676,0.676,25,spa,21.531,0|1|6|11|23|26|28|33|46|48|49|55|62|71|76|77|89|102|109|116|119|124|126|128|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.8,0.672,0.672,26,spa,22.169,0|1|5|11|17|24|28|32|46|48|49|50|55|62|71|76|77|89|101|102|109|117|121|126|128|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.803,0.68,0.68,27,spa,22.874,0|1|6|11|23|26|28|33|46|48|49|50|55|62|71|76|77|89|101|103|109|117|121|124|126|128|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.808,0.687,0.687,28,spa,23.726,0|3|9|16|24|27|29|31|46|49|50|55|61|62|71|76|77|89|101|102|106|109|117|121|124|126|128|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.801,0.666,0.666,29,spa,24.195,0|1|6|11|17|25|28|35|48|49|50|55|61|62|71|76|79|91|98|102|106|109|112|117|121|124|126|128|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.796,0.66,0.66,30,spa,25.099,0|1|6|11|17|25|28|35|48|49|50|55|61|62|71|76|79|91|98|102|106|109|112|115|117|121|124|126|128|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.8,0.671,0.671,23,spa,20.068,0|6|11|15|24|28|32|46|48|49|55|62|71|76|77|89|102|109|117|121|126|128|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.789,0.678,0.678,15,spa,13.761,0|2|11|24|27|31|46|55|62|71|76|89|102|126|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.782,0.676,0.676,14,spa,12.843,0|3|11|24|27|31|46|62|71|76|89|102|126|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.782,0.661,0.661,13,spa,12.023,1|11|17|28|32|46|62|71|76|89|102|126|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.775,0.651,0.651,12,spa,11.322,1|10|16|28|32|46|71|76|89|102|126|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.78,0.67,0.67,11,spa,10.429,1|10|16|28|32|46|71|76|89|102|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.753,0.641,0.641,10,spa,9.535,1|11|25|28|35|48|71|76|97|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.734,0.631,0.631,9,spa,8.712,1|11|26|28|46|55|76|90|126,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.703,0.618,0.618,8,spa,7.786,1|26|28|46|55|76|90|126,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.703,0.614,0.614,7,spa,6.944,1|26|28|46|76|90|126,0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.666,0.588,0.588,6,spa,6.118,1|24|27|46|89|130,0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.668,0.578,0.578,5,spa,5.212,1|27|46|89|130,0.0|0.0|0.0|0.0|0.0
ghisaconus,0.796,0.672,0.672,20,spa,18.283,0|6|11|15|24|28|32|46|49|55|62|71|76|89|102|109|117|126|128|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.794,0.669,0.669,19,spa,16.91,0|6|12|24|27|31|46|49|55|62|71|76|89|102|109|117|126|128|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.788,0.666,0.666,18,spa,16.125,0|6|12|24|27|31|46|49|55|62|71|76|89|102|109|117|126|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.796,0.677,0.677,17,spa,15.345,1|10|16|24|28|32|46|55|62|71|76|89|102|109|117|126|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.793,0.679,0.679,16,spa,14.674,0|6|12|24|27|31|46|55|62|71|76|89|102|117|126|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.803,0.679,0.679,21,spa,18.45,0|6|11|15|24|28|32|46|49|55|62|71|76|77|89|102|109|117|126|128|130,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
ghisaconus,0.805,0.687,0.687,21,v6,0.0,10|18|19|21|23|27|29|31|33|41|48|59|61|62|64|88|90|98|101|102|104,0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313
ghisaconus,0.803,0.684,0.684,24,v6,0.0,8|10|18|19|21|23|27|29|31|33|41|48|59|61|62|64|86|88|90|98|101|102|104|120,0.9005628824234009|0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.930655300617218|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313|0.07921012490987778
ghisaconus,0.805,0.697,0.697,23,v6,0.0,8|10|18|19|21|23|27|29|31|33|41|48|59|61|62|64|88|90|98|101|102|104|120,0.9005628824234009|0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313|0.07921012490987778
ghisaconus,0.798,0.675,0.675,26,v6,0.0,8|10|18|19|21|23|27|29|31|33|41|47|48|59|61|62|64|86|88|90|98|101|102|104|120|127,0.9005628824234009|0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.3471241593360901|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.930655300617218|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313|0.07921012490987778|0.051596011966466904
ghisaconus,0.801,0.679,0.679,25,v6,0.0,8|10|18|19|21|23|27|29|31|33|41|47|48|59|61|62|64|86|88|90|98|101|102|104|120,0.9005628824234009|0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.3471241593360901|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.930655300617218|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313|0.07921012490987778
ghisaconus,0.795,0.672,0.672,27,v6,0.0,8|10|18|19|21|23|27|29|31|33|41|47|48|59|61|62|64|86|88|90|98|101|102|104|120|123|127,0.9005628824234009|0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.3471241593360901|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.930655300617218|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313|0.07921012490987778|0.06427200883626938|0.051596011966466904
ghisaconus,0.795,0.667,0.667,28,v6,0.0,8|10|18|19|21|23|27|29|31|33|41|46|47|48|59|61|62|64|86|88|90|98|101|102|104|120|123|127,0.9005628824234009|0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.8566562533378601|0.3471241593360901|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.930655300617218|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313|0.07921012490987778|0.06427200883626938|0.051596011966466904
