dataset,target_size,algorithm,oa,aa,k,fold
ghisaconus,30,v9_grad,0.8,0.69,0.69,0
ghisaconus,30,v9_grad,0.8,0.69,0.69,1
ghisaconus,30,v9_grad,0.8,0.69,0.69,2
ghisaconus,30,v9_grad,0.8,0.69,0.69,3
ghisaconus,30,v9_grad,0.8,0.69,0.69,4
ghisaconus,30,v9_grad,0.8,0.69,0.69,5
ghisaconus,30,v9_grad,0.8,0.69,0.69,6
ghisaconus,30,v9_grad,0.8,0.69,0.69,7
ghisaconus,30,v9_grad,0.8,0.69,0.69,8
ghisaconus,30,v9_grad,0.8,0.69,0.69,9
ghisaconus,30,v9_grad,0.8,0.69,0.69,10
ghisaconus,30,v9_grad,0.8,0.69,0.69,11
ghisaconus,30,v9_grad,0.8,0.69,0.69,12
ghisaconus,30,v9_grad,0.8,0.69,0.69,13
ghisaconus,30,v9_grad,0.8,0.69,0.69,14
ghisaconus,30,v9_grad,0.8,0.69,0.69,15
ghisaconus,30,v9_grad,0.8,0.69,0.69,16
ghisaconus,30,v9_grad,0.8,0.69,0.69,17
ghisaconus,30,v9_grad,0.8,0.69,0.69,18
ghisaconus,30,v9_grad,0.8,0.69,0.69,19
