dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,30,v9,24.833,0.771,0.702,0.702,5|6|7|8|9|34|36|40|45|58|70|78|80|98|108|124|126|127|130|134|139|140|147|148|149|153|159|165|170|181,0.014426215551793575|0.04245379567146301|0.01741199940443039|0.8838267922401428|0.006898951251059771|0.7731214761734009|0.013409115374088287|0.0242619551718235|0.4187124967575073|0.028084486722946167|0.32319551706314087|0.10517822951078415|0.24341300129890442|0.20988547801971436|0.012833962216973305|0.005333694629371166|0.3272521197795868|0.2751696705818176|0.00886546354740858|0.8553545475006104|0.5638735294342041|0.1872026026248932|1.1779857873916626|0.9226688146591187|0.5611058473587036|0.008015643805265427|0.1712295413017273|0.13833078742027283|0.11942388117313385|0.8660816550254822
