dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,5,bsdr,3.798,0.688,0.573,0.573,34|64|100|138|162,0.0|0.0|0.0|0.0|0.0
indian_pines,6,bsdr,2.458,0.694,0.611,0.611,27|59|86|119|141|163,0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,7,bsdr,2.395,0.717,0.649,0.649,24|52|74|99|128|149|176,0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,8,bsdr,2.412,0.702,0.617,0.617,19|44|66|89|109|127|153|178,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,9,bsdr,2.549,0.737,0.664,0.664,19|37|59|81|100|129|135|162|179,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,10,bsdr,2.354,0.732,0.64,0.64,19|37|52|73|92|108|128|140|160|179,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,11,bsdr,2.507,0.724,0.616,0.616,16|35|50|63|83|100|119|126|148|163|182,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,12,bsdr,2.225,0.721,0.65,0.65,17|33|41|65|77|92|105|127|135|155|170|184,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,13,bsdr,2.285,0.696,0.641,0.641,16|28|45|58|63|85|101|111|127|139|154|171|184,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,14,bsdr,2.281,0.708,0.634,0.634,16|27|41|51|69|78|92|109|126|128|145|161|163|184,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,15,bsdr,2.509,0.739,0.671,0.671,13|27|37|51|64|73|86|99|111|126|134|148|161|173|184,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,16,bsdr,2.503,0.728,0.638,0.638,13|23|35|45|58|68|83|94|109|119|129|137|149|163|174|187,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,17,bsdr,2.666,0.735,0.652,0.652,13|23|34|41|58|70|81|85|100|110|126|128|142|153|160|178|188,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,18,bsdr,2.189,0.722,0.644,0.644,12|19|35|45|50|63|73|84|94|112|121|126|130|148|161|172|178|187,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,19,bsdr,2.57,0.742,0.671,0.671,11|19|27|36|51|58|69|80|89|100|109|125|128|136|149|159|161|178|188,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,20,bsdr,2.249,0.736,0.664,0.664,10|19|27|38|48|58|66|80|82|92|106|124|126|128|134|151|159|167|178|188,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,21,bsdr,2.255,0.741,0.67,0.67,10|19|27|38|50|53|63|70|80|89|100|109|124|125|127|140|154|161|172|178|189,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,22,bsdr,2.284,0.743,0.664,0.664,8|16|27|35|41|50|59|71|79|85|95|104|114|125|128|130|148|161|163|172|181|190,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,23,bsdr,2.192,0.746,0.681,0.681,8|16|27|34|41|48|59|65|75|79|92|99|113|125|127|129|141|149|154|161|170|182|188,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,24,bsdr,2.236,0.738,0.68,0.68,8|16|22|32|41|51|59|66|70|77|85|99|109|127|128|136|139|151|161|173|174|183|190,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,25,bsdr,2.261,0.74,0.666,0.666,8|16|22|30|36|48|50|62|69|79|84|94|99|108|112|128|134|136|149|151|160|162|176|181|191,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,26,bsdr,2.496,0.74,0.668,0.668,8|14|24|27|36|41|51|58|63|74|80|89|92|103|109|117|127|133|135|149|153|161|167|178|184|190,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,27,bsdr,2.474,0.756,0.68,0.68,8|13|19|26|35|41|52|58|63|64|78|85|92|99|109|120|128|129|135|140|149|160|162|172|178|184|191,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
