dataset,target_size,algorithm,oa,aa,k,fold
indian_pines,30,bsdr,0.74,0.66,0.7,0
indian_pines,30,bsdr,0.74,0.66,0.7,1
indian_pines,30,bsdr,0.74,0.66,0.7,2
indian_pines,30,bsdr,0.74,0.66,0.7,3
indian_pines,30,bsdr,0.74,0.66,0.7,4
indian_pines,30,bsdr,0.74,0.66,0.7,5
indian_pines,30,bsdr,0.74,0.66,0.7,6
indian_pines,30,bsdr,0.74,0.66,0.7,7
indian_pines,30,bsdr,0.74,0.66,0.7,8
indian_pines,30,bsdr,0.74,0.66,0.7,9
indian_pines,30,bsdr,0.74,0.66,0.7,10
indian_pines,30,bsdr,0.74,0.66,0.7,11
indian_pines,30,bsdr,0.74,0.66,0.7,12
indian_pines,30,bsdr,0.74,0.66,0.7,13
indian_pines,30,bsdr,0.74,0.66,0.7,14
indian_pines,30,bsdr,0.74,0.66,0.7,15
indian_pines,30,bsdr,0.74,0.66,0.7,16
indian_pines,30,bsdr,0.74,0.66,0.7,17
indian_pines,30,bsdr,0.74,0.66,0.7,18
indian_pines,30,bsdr,0.74,0.66,0.7,19
indian_pines,29,bsdr,0.74,0.64,0.7,0
indian_pines,29,bsdr,0.74,0.64,0.7,1
indian_pines,29,bsdr,0.74,0.64,0.7,2
indian_pines,29,bsdr,0.74,0.64,0.7,3
indian_pines,29,bsdr,0.74,0.64,0.7,4
indian_pines,29,bsdr,0.74,0.64,0.7,5
indian_pines,29,bsdr,0.74,0.64,0.7,6
indian_pines,29,bsdr,0.74,0.64,0.7,7
indian_pines,29,bsdr,0.74,0.64,0.7,8
indian_pines,29,bsdr,0.74,0.64,0.7,9
indian_pines,29,bsdr,0.74,0.64,0.7,10
indian_pines,29,bsdr,0.74,0.64,0.7,11
indian_pines,29,bsdr,0.74,0.64,0.7,12
indian_pines,29,bsdr,0.74,0.64,0.7,13
indian_pines,29,bsdr,0.74,0.64,0.7,14
indian_pines,29,bsdr,0.74,0.64,0.7,15
indian_pines,29,bsdr,0.74,0.64,0.7,16
indian_pines,29,bsdr,0.74,0.64,0.7,17
indian_pines,29,bsdr,0.74,0.64,0.7,18
indian_pines,29,bsdr,0.74,0.64,0.7,19
indian_pines,28,bsdr,0.72,0.63,0.68,0
indian_pines,28,bsdr,0.72,0.63,0.68,1
indian_pines,28,bsdr,0.72,0.63,0.68,2
indian_pines,28,bsdr,0.72,0.63,0.68,3
indian_pines,28,bsdr,0.72,0.63,0.68,4
indian_pines,28,bsdr,0.72,0.63,0.68,5
indian_pines,28,bsdr,0.72,0.63,0.68,6
indian_pines,28,bsdr,0.72,0.63,0.68,7
indian_pines,28,bsdr,0.72,0.63,0.68,8
indian_pines,28,bsdr,0.72,0.63,0.68,9
indian_pines,28,bsdr,0.72,0.63,0.68,10
indian_pines,28,bsdr,0.72,0.63,0.68,11
indian_pines,28,bsdr,0.72,0.63,0.68,12
indian_pines,28,bsdr,0.72,0.63,0.68,13
indian_pines,28,bsdr,0.72,0.63,0.68,14
indian_pines,28,bsdr,0.72,0.63,0.68,15
indian_pines,28,bsdr,0.72,0.63,0.68,16
indian_pines,28,bsdr,0.72,0.63,0.68,17
indian_pines,28,bsdr,0.72,0.63,0.68,18
indian_pines,28,bsdr,0.72,0.63,0.68,19
indian_pines,27,bsdr,0.75,0.67,0.71,0
indian_pines,27,bsdr,0.75,0.67,0.71,1
indian_pines,27,bsdr,0.75,0.67,0.71,2
indian_pines,27,bsdr,0.75,0.67,0.71,3
indian_pines,27,bsdr,0.75,0.67,0.71,4
indian_pines,27,bsdr,0.75,0.67,0.71,5
indian_pines,27,bsdr,0.75,0.67,0.71,6
indian_pines,27,bsdr,0.75,0.67,0.71,7
indian_pines,27,bsdr,0.75,0.67,0.71,8
