dataset,target_size,algorithm,oa,aa,k,fold
paviaU,30,bsnet,0.91,0.89,0.88,0
paviaU,30,bsnet,0.91,0.89,0.88,1
paviaU,30,bsnet,0.91,0.89,0.88,2
paviaU,30,bsnet,0.91,0.89,0.88,3
paviaU,30,bsnet,0.91,0.88,0.87,4
paviaU,30,bsnet,0.9,0.88,0.87,5
paviaU,30,bsnet,0.91,0.89,0.88,6
paviaU,30,bsnet,0.91,0.89,0.88,7
paviaU,30,bsnet,0.91,0.88,0.88,8
paviaU,30,bsnet,0.91,0.88,0.87,9
paviaU,30,bsnet,0.91,0.89,0.88,10
paviaU,30,bsnet,0.91,0.89,0.88,11
paviaU,30,bsnet,0.91,0.89,0.88,12
paviaU,30,bsnet,0.91,0.89,0.88,13
paviaU,30,bsnet,0.91,0.88,0.87,14
paviaU,30,bsnet,0.9,0.88,0.87,15
paviaU,30,bsnet,0.91,0.89,0.88,16
paviaU,30,bsnet,0.91,0.88,0.87,17
paviaU,30,bsnet,0.91,0.88,0.88,18
paviaU,30,bsnet,0.91,0.88,0.88,19
paviaU,29,bsnet,0.91,0.89,0.88,0
paviaU,29,bsnet,0.91,0.89,0.88,1
paviaU,29,bsnet,0.91,0.89,0.88,2
paviaU,29,bsnet,0.91,0.89,0.88,3
paviaU,29,bsnet,0.91,0.88,0.88,4
paviaU,29,bsnet,0.9,0.88,0.87,5
paviaU,29,bsnet,0.91,0.89,0.88,6
paviaU,29,bsnet,0.91,0.89,0.88,7
paviaU,29,bsnet,0.91,0.88,0.88,8
paviaU,29,bsnet,0.91,0.88,0.88,9
paviaU,29,bsnet,0.91,0.89,0.89,10
paviaU,29,bsnet,0.91,0.89,0.88,11
paviaU,29,bsnet,0.91,0.89,0.88,12
paviaU,29,bsnet,0.91,0.89,0.88,13
paviaU,29,bsnet,0.91,0.88,0.88,14
paviaU,29,bsnet,0.9,0.88,0.87,15
paviaU,29,bsnet,0.91,0.89,0.88,16
paviaU,29,bsnet,0.91,0.88,0.88,17
paviaU,29,bsnet,0.91,0.88,0.88,18
paviaU,29,bsnet,0.91,0.88,0.87,19
paviaU,28,bsnet,0.91,0.89,0.88,0
paviaU,28,bsnet,0.91,0.89,0.89,1
paviaU,28,bsnet,0.91,0.89,0.88,2
paviaU,28,bsnet,0.91,0.89,0.88,3
paviaU,28,bsnet,0.9,0.88,0.87,4
paviaU,28,bsnet,0.9,0.88,0.87,5
paviaU,28,bsnet,0.91,0.89,0.89,6
paviaU,28,bsnet,0.91,0.89,0.88,7
paviaU,28,bsnet,0.91,0.88,0.88,8
paviaU,28,bsnet,0.91,0.88,0.88,9
paviaU,28,bsnet,0.91,0.89,0.88,10
paviaU,28,bsnet,0.91,0.89,0.88,11
paviaU,28,bsnet,0.91,0.89,0.88,12
paviaU,28,bsnet,0.91,0.89,0.88,13
paviaU,28,bsnet,0.91,0.88,0.87,14
paviaU,28,bsnet,0.9,0.88,0.87,15
paviaU,28,bsnet,0.91,0.89,0.88,16
paviaU,28,bsnet,0.91,0.88,0.87,17
paviaU,28,bsnet,0.91,0.88,0.88,18
paviaU,28,bsnet,0.91,0.88,0.88,19
paviaU,27,bsnet,0.91,0.89,0.88,0
paviaU,27,bsnet,0.91,0.89,0.88,1
paviaU,27,bsnet,0.91,0.89,0.88,2
paviaU,27,bsnet,0.91,0.89,0.88,3
paviaU,27,bsnet,0.9,0.88,0.87,4
paviaU,27,bsnet,0.91,0.88,0.87,5
paviaU,27,bsnet,0.91,0.89,0.88,6
paviaU,27,bsnet,0.91,0.89,0.88,7
paviaU,27,bsnet,0.91,0.88,0.88,8
paviaU,27,bsnet,0.91,0.88,0.88,9
paviaU,27,bsnet,0.91,0.88,0.88,10
paviaU,27,bsnet,0.91,0.89,0.88,11
paviaU,27,bsnet,0.91,0.89,0.88,12
paviaU,27,bsnet,0.91,0.89,0.88,13
paviaU,27,bsnet,0.91,0.88,0.87,14
paviaU,27,bsnet,0.9,0.88,0.87,15
