dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,30,v0_weight,319.256,0.714,0.64,0.64,2|4|5|6|7|8|14|20|23|30|58|76|97|112|116|138|147|157|161|164|168|170|172|174|180|183|186|191|192|195,0.5511398911476135|0.4484330415725708|0.4916962683200836|0.6521522998809814|0.6281400322914124|0.6786847710609436|0.5990427136421204|0.6411870121955872|0.51241135597229|0.6428087949752808|0.5697655081748962|0.5947654843330383|0.5058391690254211|0.6922891736030579|0.5584834218025208|0.2735432982444763|0.9569334387779236|0.544402539730072|0.3924349844455719|0.1839805245399475|0.4323071539402008|0.8858457207679749|0.7304378747940063|0.6903849840164185|0.7324882745742798|0.6624364852905273|0.8656845688819885|0.19194740056991577|0.5089112520217896|0.6799676418304443
