dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
salinas,30,v9,206.663,0.928,0.966,0.966,3|7|9|18|19|20|29|31|33|37|38|39|42|60|80|85|89|102|108|120|136|139|150|151|161|167|176|179|194|195,0.006225247401744127|0.006287486292421818|0.007394684012979269|0.14931747317314148|0.008163711987435818|0.5891367793083191|0.6854498386383057|0.004335641860961914|0.1399216502904892|0.0064912401139736176|0.07343930006027222|0.011249533854424953|0.018491029739379883|1.2521612644195557|0.004016586113721132|1.4566469192504883|0.010144034400582314|0.008867926895618439|0.007317502982914448|1.9661141633987427|1.785735011100769|1.4378025531768799|1.2323122024536133|0.5184640288352966|1.634964108467102|0.7924732565879822|0.15960918366909027|0.005802670028060675|0.7010585069656372|0.0044664922170341015
