dataset,target_size,algorithm,oa,aa,k,fold
salinas,30,v9,0.93,0.97,0.92,0
salinas,30,v9,0.93,0.97,0.92,1
salinas,30,v9,0.93,0.97,0.92,2
salinas,30,v9,0.93,0.97,0.92,3
salinas,30,v9,0.93,0.97,0.92,4
salinas,30,v9,0.93,0.97,0.92,5
salinas,30,v9,0.93,0.97,0.92,6
salinas,30,v9,0.93,0.97,0.92,7
salinas,30,v9,0.93,0.97,0.92,8
salinas,30,v9,0.93,0.97,0.92,9
salinas,30,v9,0.93,0.97,0.92,10
salinas,30,v9,0.93,0.97,0.92,11
salinas,30,v9,0.93,0.97,0.92,12
salinas,30,v9,0.93,0.97,0.92,13
salinas,30,v9,0.93,0.97,0.92,14
salinas,30,v9,0.93,0.97,0.92,15
salinas,30,v9,0.93,0.97,0.92,16
salinas,30,v9,0.93,0.97,0.92,17
salinas,30,v9,0.93,0.97,0.92,18
salinas,30,v9,0.93,0.97,0.92,19
