dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
ghisaconus,30,v9,24.474,0.791,0.675,0.675,0|3|5|6|9|10|11|14|15|19|23|27|29|31|33|38|39|41|43|50|54|62|66|71|79|88|90|92|98|101,0.013577533885836601|0.0061755054630339146|0.8436639308929443|0.7696954011917114|0.25339531898498535|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.7178792357444763|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.004940337501466274|0.6112087965011597|1.0635571479797363|0.005862752441316843|0.03696456924080849|0.41357114911079407|0.01015371736139059
ghisaconus,29,v9,0.0,0.789,0.673,0.673,0|3|5|6|9|10|11|14|15|19|23|27|29|31|33|38|39|41|43|50|54|62|66|71|79|90|92|98|101,0.013577533885836601|0.0061755054630339146|0.8436639308929443|0.7696954011917114|0.25339531898498535|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.7178792357444763|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.004940337501466274|0.6112087965011597|0.005862752441316843|0.03696456924080849|0.41357114911079407|0.01015371736139059
ghisaconus,28,v9,0.0,0.79,0.673,0.673,0|3|5|6|10|11|14|15|19|23|27|29|31|33|38|39|41|43|50|54|62|66|71|79|90|92|98|101,0.013577533885836601|0.0061755054630339146|0.8436639308929443|0.7696954011917114|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.7178792357444763|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.004940337501466274|0.6112087965011597|0.005862752441316843|0.03696456924080849|0.41357114911079407|0.01015371736139059
ghisaconus,27,v9,0.0,0.794,0.674,0.674,0|3|6|10|11|14|15|19|23|27|29|31|33|38|39|41|43|50|54|62|66|71|79|90|92|98|101,0.013577533885836601|0.0061755054630339146|0.7696954011917114|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.7178792357444763|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.004940337501466274|0.6112087965011597|0.005862752441316843|0.03696456924080849|0.41357114911079407|0.01015371736139059
ghisaconus,26,v9,0.0,0.793,0.673,0.673,0|3|6|10|11|14|15|19|23|27|29|31|33|38|39|41|43|50|54|62|66|71|79|90|92|101,0.013577533885836601|0.0061755054630339146|0.7696954011917114|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.7178792357444763|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.004940337501466274|0.6112087965011597|0.005862752441316843|0.03696456924080849|0.01015371736139059
ghisaconus,25,v9,0.0,0.785,0.67,0.67,0|3|6|10|11|14|15|19|23|27|29|31|33|38|39|41|43|50|54|62|66|71|79|90|92,0.013577533885836601|0.0061755054630339146|0.7696954011917114|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.7178792357444763|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.004940337501466274|0.6112087965011597|0.005862752441316843|0.03696456924080849
ghisaconus,24,v9,0.0,0.789,0.678,0.678,3|6|10|11|14|15|19|23|27|29|31|33|38|39|41|43|50|54|62|66|71|79|90|92,0.0061755054630339146|0.7696954011917114|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.7178792357444763|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.004940337501466274|0.6112087965011597|0.005862752441316843|0.03696456924080849
ghisaconus,23,v9,0.0,0.795,0.683,0.683,3|6|10|11|14|15|19|23|27|29|31|38|39|41|43|50|54|62|66|71|79|90|92,0.0061755054630339146|0.7696954011917114|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.004940337501466274|0.6112087965011597|0.005862752441316843|0.03696456924080849
ghisaconus,22,v9,0.0,0.79,0.683,0.683,3|6|10|11|14|15|19|23|27|29|31|38|39|41|43|50|54|62|66|79|90|92,0.0061755054630339146|0.7696954011917114|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.6112087965011597|0.005862752441316843|0.03696456924080849
ghisaconus,21,v9,0.0,0.794,0.687,0.687,6|10|11|14|15|19|23|27|29|31|38|39|41|43|50|54|62|66|79|90|92,0.7696954011917114|0.008977263234555721|0.6709554195404053|0.5092375874519348|0.19176997244358063|0.015305398032069206|0.33734121918678284|0.014815123751759529|0.4824845492839813|0.1996852606534958|0.5984750390052795|0.009477917104959488|0.507763683795929|0.6408030390739441|0.006480260286480188|0.45742926001548767|0.46838828921318054|0.1487155258655548|0.6112087965011597|0.005862752441316843|0.03696456924080849
