dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
ghisaconus,30,v1,71.109,0.791,0.663,0.663,8|10|18|19|21|23|27|29|31|33|41|46|47|48|59|61|62|64|86|88|90|98|101|102|104|116|120|123|127|128,0.9005628824234009|0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.8566562533378601|0.3471241593360901|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.930655300617218|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313|0.09563260525465012|0.07921012490987778|0.06427200883626938|0.051596011966466904|0.8984906673431396
ghisaconus,29,v1,0.0,0.796,0.668,0.668,8|10|18|19|21|23|27|29|31|33|41|46|47|48|59|61|62|64|86|88|90|98|101|102|104|116|120|123|127,0.9005628824234009|0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.8566562533378601|0.3471241593360901|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.930655300617218|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313|0.09563260525465012|0.07921012490987778|0.06427200883626938|0.051596011966466904
ghisaconus,28,v1,0.0,0.795,0.667,0.667,8|10|18|19|21|23|27|29|31|33|41|46|47|48|59|61|62|64|86|88|90|98|101|102|104|120|123|127,0.9005628824234009|0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.8566562533378601|0.3471241593360901|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.930655300617218|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313|0.07921012490987778|0.06427200883626938|0.051596011966466904
ghisaconus,27,v1,0.0,0.795,0.672,0.672,8|10|18|19|21|23|27|29|31|33|41|47|48|59|61|62|64|86|88|90|98|101|102|104|120|123|127,0.9005628824234009|0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.3471241593360901|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.930655300617218|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313|0.07921012490987778|0.06427200883626938|0.051596011966466904
ghisaconus,26,v1,0.0,0.798,0.675,0.675,8|10|18|19|21|23|27|29|31|33|41|47|48|59|61|62|64|86|88|90|98|101|102|104|120|127,0.9005628824234009|0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.3471241593360901|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.930655300617218|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313|0.07921012490987778|0.051596011966466904
ghisaconus,25,v1,0.0,0.801,0.679,0.679,8|10|18|19|21|23|27|29|31|33|41|47|48|59|61|62|64|86|88|90|98|101|102|104|120,0.9005628824234009|0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.3471241593360901|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.930655300617218|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313|0.07921012490987778
ghisaconus,24,v1,0.0,0.803,0.684,0.684,8|10|18|19|21|23|27|29|31|33|41|48|59|61|62|64|86|88|90|98|101|102|104|120,0.9005628824234009|0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.930655300617218|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313|0.07921012490987778
ghisaconus,23,v1,0.0,0.805,0.697,0.697,8|10|18|19|21|23|27|29|31|33|41|48|59|61|62|64|88|90|98|101|102|104|120,0.9005628824234009|0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313|0.07921012490987778
ghisaconus,22,v1,0.0,0.805,0.693,0.693,8|10|18|19|21|23|27|29|31|33|41|48|59|61|62|64|88|90|98|101|102|104,0.9005628824234009|0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313
ghisaconus,21,v1,0.0,0.805,0.687,0.687,10|18|19|21|23|27|29|31|33|41|48|59|61|62|64|88|90|98|101|102|104,0.831896960735321|0.027169177308678627|0.3018742501735687|0.028065286576747894|0.01063747052103281|0.6343083381652832|0.07116369903087616|0.10882222652435303|0.911575436592102|0.042681071907281876|0.023818587884306908|0.39056527614593506|0.08755560219287872|0.014160293154418468|0.04696543887257576|0.04276229068636894|0.09422466903924942|0.04459455609321594|0.7539796233177185|0.41147831082344055|0.19454342126846313
