dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
ghisaconus,30,v9,7.508,0.798,0.692,0.692,0|1|3|6|9|11|14|15|18|19|23|27|29|31|39|40|41|43|45|47|59|63|67|79|82|88|98|102|105|116,0.724641740322113|0.031491152942180634|0.6160087585449219|0.6140549778938293|0.28275376558303833|0.017222272232174873|1.3924181461334229|0.026778846979141235|0.030655061826109886|1.0220791101455688|0.011011889204382896|1.0961997509002686|0.843928337097168|0.047687336802482605|0.010086366906762123|1.7773096561431885|0.3825548589229584|1.063503384590149|1.2191088199615479|0.014121201820671558|0.5885250568389893|0.043811455368995667|0.012398350983858109|1.1066551208496094|1.6289645433425903|1.3535420894622803|1.3792681694030762|0.028649037703871727|0.05867374688386917|0.8435133099555969
ghisaconus,29,v9,0.0,0.796,0.69,0.69,0|1|3|6|9|11|14|15|18|19|23|27|29|31|39|40|41|43|45|47|59|63|67|79|88|98|102|105|116,0.724641740322113|0.031491152942180634|0.6160087585449219|0.6140549778938293|0.28275376558303833|0.017222272232174873|1.3924181461334229|0.026778846979141235|0.030655061826109886|1.0220791101455688|0.011011889204382896|1.0961997509002686|0.843928337097168|0.047687336802482605|0.010086366906762123|1.7773096561431885|0.3825548589229584|1.063503384590149|1.2191088199615479|0.014121201820671558|0.5885250568389893|0.043811455368995667|0.012398350983858109|1.1066551208496094|1.3535420894622803|1.3792681694030762|0.028649037703871727|0.05867374688386917|0.8435133099555969
ghisaconus,28,v9,0.0,0.792,0.684,0.684,0|1|3|6|9|11|14|15|18|19|23|27|29|31|39|40|41|43|45|47|63|67|79|88|98|102|105|116,0.724641740322113|0.031491152942180634|0.6160087585449219|0.6140549778938293|0.28275376558303833|0.017222272232174873|1.3924181461334229|0.026778846979141235|0.030655061826109886|1.0220791101455688|0.011011889204382896|1.0961997509002686|0.843928337097168|0.047687336802482605|0.010086366906762123|1.7773096561431885|0.3825548589229584|1.063503384590149|1.2191088199615479|0.014121201820671558|0.043811455368995667|0.012398350983858109|1.1066551208496094|1.3535420894622803|1.3792681694030762|0.028649037703871727|0.05867374688386917|0.8435133099555969
ghisaconus,27,v9,0.0,0.792,0.684,0.684,0|1|3|6|9|11|14|15|18|19|23|27|29|31|39|41|43|45|47|63|67|79|88|98|102|105|116,0.724641740322113|0.031491152942180634|0.6160087585449219|0.6140549778938293|0.28275376558303833|0.017222272232174873|1.3924181461334229|0.026778846979141235|0.030655061826109886|1.0220791101455688|0.011011889204382896|1.0961997509002686|0.843928337097168|0.047687336802482605|0.010086366906762123|0.3825548589229584|1.063503384590149|1.2191088199615479|0.014121201820671558|0.043811455368995667|0.012398350983858109|1.1066551208496094|1.3535420894622803|1.3792681694030762|0.028649037703871727|0.05867374688386917|0.8435133099555969
ghisaconus,26,v9,0.0,0.793,0.685,0.685,0|1|3|6|11|14|15|18|19|23|27|29|31|39|41|43|45|47|63|67|79|88|98|102|105|116,0.724641740322113|0.031491152942180634|0.6160087585449219|0.6140549778938293|0.017222272232174873|1.3924181461334229|0.026778846979141235|0.030655061826109886|1.0220791101455688|0.011011889204382896|1.0961997509002686|0.843928337097168|0.047687336802482605|0.010086366906762123|0.3825548589229584|1.063503384590149|1.2191088199615479|0.014121201820671558|0.043811455368995667|0.012398350983858109|1.1066551208496094|1.3535420894622803|1.3792681694030762|0.028649037703871727|0.05867374688386917|0.8435133099555969
ghisaconus,25,v9,0.0,0.793,0.687,0.687,0|1|3|6|11|14|15|18|19|23|27|29|31|41|43|45|47|63|67|79|88|98|102|105|116,0.724641740322113|0.031491152942180634|0.6160087585449219|0.6140549778938293|0.017222272232174873|1.3924181461334229|0.026778846979141235|0.030655061826109886|1.0220791101455688|0.011011889204382896|1.0961997509002686|0.843928337097168|0.047687336802482605|0.3825548589229584|1.063503384590149|1.2191088199615479|0.014121201820671558|0.043811455368995667|0.012398350983858109|1.1066551208496094|1.3535420894622803|1.3792681694030762|0.028649037703871727|0.05867374688386917|0.8435133099555969
ghisaconus,24,v9,0.0,0.793,0.691,0.691,0|1|3|6|11|14|15|18|19|23|27|29|31|41|43|45|47|63|79|88|98|102|105|116,0.724641740322113|0.031491152942180634|0.6160087585449219|0.6140549778938293|0.017222272232174873|1.3924181461334229|0.026778846979141235|0.030655061826109886|1.0220791101455688|0.011011889204382896|1.0961997509002686|0.843928337097168|0.047687336802482605|0.3825548589229584|1.063503384590149|1.2191088199615479|0.014121201820671558|0.043811455368995667|1.1066551208496094|1.3535420894622803|1.3792681694030762|0.028649037703871727|0.05867374688386917|0.8435133099555969
ghisaconus,23,v9,0.0,0.792,0.689,0.689,0|1|3|6|11|14|15|18|19|23|27|29|31|41|43|45|47|63|88|98|102|105|116,0.724641740322113|0.031491152942180634|0.6160087585449219|0.6140549778938293|0.017222272232174873|1.3924181461334229|0.026778846979141235|0.030655061826109886|1.0220791101455688|0.011011889204382896|1.0961997509002686|0.843928337097168|0.047687336802482605|0.3825548589229584|1.063503384590149|1.2191088199615479|0.014121201820671558|0.043811455368995667|1.3535420894622803|1.3792681694030762|0.028649037703871727|0.05867374688386917|0.8435133099555969
ghisaconus,22,v9,0.0,0.795,0.695,0.695,0|1|3|6|11|14|15|19|23|27|29|31|41|43|45|47|63|88|98|102|105|116,0.724641740322113|0.031491152942180634|0.6160087585449219|0.6140549778938293|0.017222272232174873|1.3924181461334229|0.026778846979141235|1.0220791101455688|0.011011889204382896|1.0961997509002686|0.843928337097168|0.047687336802482605|0.3825548589229584|1.063503384590149|1.2191088199615479|0.014121201820671558|0.043811455368995667|1.3535420894622803|1.3792681694030762|0.028649037703871727|0.05867374688386917|0.8435133099555969
ghisaconus,21,v9,0.0,0.798,0.698,0.698,0|3|6|11|14|15|19|23|27|29|31|41|43|45|47|63|88|98|102|105|116,0.724641740322113|0.6160087585449219|0.6140549778938293|0.017222272232174873|1.3924181461334229|0.026778846979141235|1.0220791101455688|0.011011889204382896|1.0961997509002686|0.843928337097168|0.047687336802482605|0.3825548589229584|1.063503384590149|1.2191088199615479|0.014121201820671558|0.043811455368995667|1.3535420894622803|1.3792681694030762|0.028649037703871727|0.05867374688386917|0.8435133099555969
