dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,30,bsdr,7.844,0.754,0.671,0.671,7|15|23|28|30|36|44|47|58|72|73|79|80|99|106|112|126|128|129|135|139|150|152|157|165|177|179|184|193,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,29,bsdr,6.07,0.735,0.686,0.686,10|17|22|26|32|41|46|50|53|66|74|78|83|99|101|125|127|129|131|148|149|150|153|166|177|178|184|192,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,28,bsdr,6.26,0.746,0.685,0.685,7|17|24|27|34|38|47|54|63|69|74|80|91|96|99|111|126|127|128|139|142|149|153|162|166|173|181|191,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,27,bsdr,5.911,0.724,0.664,0.664,7|16|24|29|41|42|52|59|67|77|80|83|100|110|125|126|127|138|148|150|153|155|163|170|184|190,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,26,bsdr,6.12,0.74,0.666,0.666,8|16|24|28|40|42|44|58|65|70|80|84|100|109|112|125|126|128|141|149|160|166|168|172|184|191,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,25,bsdr,6.017,0.749,0.665,0.665,8|16|24|27|41|44|51|64|68|79|89|94|100|111|125|127|128|137|142|153|162|167|175|184|189,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,24,bsdr,5.755,0.729,0.65,0.65,8|17|27|30|41|50|53|63|73|84|86|94|109|125|126|127|128|142|149|160|163|172|179|190,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,23,bsdr,5.758,0.76,0.688,0.688,8|17|24|34|44|47|58|63|70|86|88|99|118|125|127|128|133|149|153|166|176|178|190,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,22,bsdr,6.08,0.761,0.682,0.682,7|14|27|34|38|47|67|70|71|78|97|101|126|127|130|142|148|152|159|171|178|190,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,21,bsdr,5.756,0.727,0.676,0.676,13|16|27|36|43|47|58|74|80|92|93|109|125|127|137|153|167|169|172|185,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,20,bsdr,6.088,0.743,0.667,0.667,10|24|28|36|47|58|59|80|85|93|115|124|126|128|137|149|160|166|178|184,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,19,bsdr,5.702,0.709,0.65,0.65,10|24|26|44|46|61|73|84|86|101|109|126|127|141|149|160|169|171|184,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,18,bsdr,5.751,0.73,0.678,0.678,10|25|30|41|50|63|74|77|100|109|112|127|137|149|153|166|173|184,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,17,bsdr,5.441,0.732,0.642,0.642,10|24|30|43|50|64|79|89|98|126|129|137|142|153|163|175|184,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,16,bsdr,5.383,0.724,0.652,0.652,10|27|30|47|58|74|78|89|109|125|127|142|153|167|172|185,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,15,bsdr,5.5,0.728,0.655,0.655,10|27|40|41|63|78|79|100|125|126|127|149|160|172|181,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,14,bsdr,5.435,0.726,0.694,0.694,11|27|44|55|63|77|92|125|126|127|149|160|172|185,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,13,bsdr,5.484,0.691,0.612,0.612,13|28|44|55|73|85|99|126|127|142|153|169|179,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,12,bsdr,5.134,0.73,0.656,0.656,14|30|47|62|79|92|126|127|137|153|168|182,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,11,bsdr,5.102,0.717,0.65,0.65,16|28|50|63|83|101|110|126|149|168|178,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,10,bsdr,5.609,0.711,0.627,0.627,23|41|55|73|80|109|126|141|166|179,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,9,bsdr,5.594,0.714,0.622,0.622,23|44|55|78|100|127|137|160|178,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,8,bsdr,5.197,0.704,0.628,0.628,25|44|73|84|126|128|155|172,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
