dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
paviaU,30,v7,1383.77,0.918,0.893,0.893,14|21|27|30|38|41|42|44|46|47|48|56|57|60|62|63|68|71|72|75|76|80|81|83|84|86|96|98|100|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.45370954275131226|0.3591318130493164|0.06250150501728058|0.02480475977063179|0.15328919887542725|0.549870491027832|0.015871774405241013|0.02500891126692295|0.053763024508953094|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011932373046875|0.011049902997910976|0.31283262372016907|0.03112628310918808|0.357299268245697
paviaU,29,v7,0.0,0.919,0.894,0.894,14|21|27|30|38|41|42|44|46|47|48|57|60|62|63|68|71|72|75|76|80|81|83|84|86|96|98|100|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.45370954275131226|0.3591318130493164|0.06250150501728058|0.02480475977063179|0.15328919887542725|0.549870491027832|0.02500891126692295|0.053763024508953094|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011932373046875|0.011049902997910976|0.31283262372016907|0.03112628310918808|0.357299268245697
paviaU,28,v7,0.0,0.919,0.894,0.894,14|21|27|30|38|41|42|46|47|48|57|60|62|63|68|71|72|75|76|80|81|83|84|86|96|98|100|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.45370954275131226|0.3591318130493164|0.02480475977063179|0.15328919887542725|0.549870491027832|0.02500891126692295|0.053763024508953094|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011932373046875|0.011049902997910976|0.31283262372016907|0.03112628310918808|0.357299268245697
paviaU,27,v7,0.0,0.919,0.894,0.894,14|21|27|30|38|42|46|47|48|57|60|62|63|68|71|72|75|76|80|81|83|84|86|96|98|100|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.02480475977063179|0.15328919887542725|0.549870491027832|0.02500891126692295|0.053763024508953094|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011932373046875|0.011049902997910976|0.31283262372016907|0.03112628310918808|0.357299268245697
paviaU,26,v7,0.0,0.92,0.895,0.895,14|21|27|30|38|42|46|47|48|60|62|63|68|71|72|75|76|80|81|83|84|86|96|98|100|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.02480475977063179|0.15328919887542725|0.549870491027832|0.053763024508953094|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011932373046875|0.011049902997910976|0.31283262372016907|0.03112628310918808|0.357299268245697
paviaU,25,v7,0.0,0.92,0.895,0.895,14|21|27|30|38|42|46|47|48|60|62|63|68|71|72|75|76|80|81|83|84|86|96|98|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.02480475977063179|0.15328919887542725|0.549870491027832|0.053763024508953094|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011932373046875|0.011049902997910976|0.31283262372016907|0.357299268245697
paviaU,24,v7,0.0,0.92,0.896,0.896,14|21|27|30|38|42|46|47|48|62|63|68|71|72|75|76|80|81|83|84|86|96|98|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.02480475977063179|0.15328919887542725|0.549870491027832|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011932373046875|0.011049902997910976|0.31283262372016907|0.357299268245697
paviaU,23,v7,0.0,0.921,0.897,0.897,14|21|27|30|38|42|47|48|62|63|68|71|72|75|76|80|81|83|84|86|96|98|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.15328919887542725|0.549870491027832|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011932373046875|0.011049902997910976|0.31283262372016907|0.357299268245697
paviaU,22,v7,0.0,0.921,0.897,0.897,14|21|27|30|38|42|47|48|62|63|68|71|72|75|76|80|81|83|84|96|98|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.15328919887542725|0.549870491027832|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907|0.357299268245697
paviaU,21,v7,0.0,0.922,0.897,0.897,14|21|27|30|38|42|47|62|63|68|71|72|75|76|80|81|83|84|96|98|102,0.030106235295534134|0.005982194561511278|0.1828632801771164|0.060839831829071045|0.018020452931523323|0.3591318130493164|0.15328919887542725|0.11635072529315948|0.16830453276634216|0.09879382699728012|0.20449846982955933|0.026643598452210426|0.35835206508636475|0.020903438329696655|0.3069334924221039|0.39951878786087036|0.01135966181755066|0.04343795031309128|0.011049902997910976|0.31283262372016907|0.357299268245697
