dataset,target_size,algorithm,oa,aa,k,fold
salinas,30,bsnet,0.92,0.96,0.91,0
salinas,30,bsnet,0.92,0.96,0.91,1
salinas,30,bsnet,0.92,0.95,0.91,2
salinas,30,bsnet,0.92,0.96,0.91,3
salinas,30,bsnet,0.92,0.95,0.91,4
salinas,30,bsnet,0.92,0.96,0.91,5
salinas,30,bsnet,0.92,0.96,0.91,6
salinas,30,bsnet,0.92,0.96,0.91,7
salinas,30,bsnet,0.92,0.96,0.91,8
salinas,30,bsnet,0.92,0.96,0.91,9
salinas,30,bsnet,0.92,0.96,0.91,10
salinas,30,bsnet,0.92,0.96,0.91,11
salinas,30,bsnet,0.92,0.96,0.92,12
salinas,30,bsnet,0.92,0.96,0.91,13
salinas,30,bsnet,0.92,0.96,0.91,14
salinas,30,bsnet,0.92,0.96,0.91,15
salinas,30,bsnet,0.92,0.96,0.91,16
salinas,30,bsnet,0.92,0.96,0.91,17
salinas,30,bsnet,0.92,0.96,0.91,18
salinas,30,bsnet,0.92,0.96,0.91,19
salinas,29,bsnet,0.92,0.96,0.91,0
salinas,29,bsnet,0.92,0.96,0.91,1
salinas,29,bsnet,0.92,0.95,0.91,2
salinas,29,bsnet,0.92,0.96,0.91,3
salinas,29,bsnet,0.92,0.95,0.91,4
salinas,29,bsnet,0.92,0.96,0.91,5
salinas,29,bsnet,0.92,0.96,0.91,6
salinas,29,bsnet,0.92,0.96,0.91,7
salinas,29,bsnet,0.92,0.96,0.91,8
salinas,29,bsnet,0.92,0.96,0.91,9
salinas,29,bsnet,0.92,0.96,0.91,10
salinas,29,bsnet,0.92,0.96,0.91,11
salinas,29,bsnet,0.93,0.96,0.92,12
salinas,29,bsnet,0.92,0.96,0.91,13
salinas,29,bsnet,0.92,0.96,0.91,14
salinas,29,bsnet,0.92,0.96,0.91,15
salinas,29,bsnet,0.92,0.96,0.91,16
salinas,29,bsnet,0.92,0.96,0.91,17
salinas,29,bsnet,0.92,0.96,0.91,18
salinas,29,bsnet,0.92,0.96,0.91,19
salinas,28,bsnet,0.92,0.95,0.91,0
salinas,28,bsnet,0.92,0.96,0.91,1
salinas,28,bsnet,0.92,0.95,0.91,2
salinas,28,bsnet,0.92,0.96,0.91,3
salinas,28,bsnet,0.92,0.95,0.91,4
salinas,28,bsnet,0.92,0.96,0.91,5
salinas,28,bsnet,0.92,0.95,0.91,6
salinas,28,bsnet,0.92,0.96,0.91,7
salinas,28,bsnet,0.92,0.96,0.91,8
salinas,28,bsnet,0.92,0.96,0.91,9
salinas,28,bsnet,0.92,0.96,0.91,10
salinas,28,bsnet,0.92,0.96,0.91,11
salinas,28,bsnet,0.92,0.96,0.91,12
salinas,28,bsnet,0.92,0.96,0.91,13
salinas,28,bsnet,0.92,0.96,0.91,14
salinas,28,bsnet,0.91,0.95,0.9,15
salinas,28,bsnet,0.92,0.96,0.91,16
salinas,28,bsnet,0.92,0.96,0.91,17
salinas,28,bsnet,0.92,0.96,0.91,18
salinas,28,bsnet,0.92,0.96,0.91,19
salinas,27,bsnet,0.92,0.95,0.91,0
salinas,27,bsnet,0.92,0.96,0.91,1
salinas,27,bsnet,0.92,0.95,0.91,2
salinas,27,bsnet,0.92,0.96,0.91,3
salinas,27,bsnet,0.92,0.95,0.91,4
salinas,27,bsnet,0.92,0.96,0.91,5
salinas,27,bsnet,0.92,0.95,0.91,6
salinas,27,bsnet,0.92,0.96,0.91,7
salinas,27,bsnet,0.92,0.96,0.91,8
salinas,27,bsnet,0.92,0.96,0.91,9
salinas,27,bsnet,0.92,0.96,0.91,10
salinas,27,bsnet,0.92,0.96,0.91,11
salinas,27,bsnet,0.92,0.96,0.91,12
salinas,27,bsnet,0.92,0.96,0.91,13
salinas,27,bsnet,0.92,0.96,0.91,14
salinas,27,bsnet,0.92,0.95,0.91,15
salinas,27,bsnet,0.92,0.96,0.91,16
salinas,27,bsnet,0.92,0.96,0.91,17
salinas,27,bsnet,0.92,0.96,0.91,18
salinas,27,bsnet,0.92,0.96,0.91,19
salinas,26,bsnet,0.92,0.95,0.91,0
salinas,26,bsnet,0.92,0.96,0.91,1
salinas,26,bsnet,0.91,0.95,0.9,2
salinas,26,bsnet,0.92,0.96,0.91,3
salinas,26,bsnet,0.92,0.95,0.91,4
salinas,26,bsnet,0.92,0.96,0.91,5
salinas,26,bsnet,0.91,0.95,0.91,6
salinas,26,bsnet,0.92,0.96,0.91,7
salinas,26,bsnet,0.92,0.96,0.91,8
salinas,26,bsnet,0.92,0.96,0.91,9
salinas,26,bsnet,0.92,0.96,0.91,10
salinas,26,bsnet,0.92,0.95,0.91,11
salinas,26,bsnet,0.92,0.96,0.91,12
salinas,26,bsnet,0.92,0.95,0.91,13
salinas,26,bsnet,0.92,0.96,0.91,14
salinas,26,bsnet,0.91,0.95,0.9,15
salinas,26,bsnet,0.91,0.96,0.9,16
salinas,26,bsnet,0.92,0.96,0.91,17
salinas,26,bsnet,0.92,0.96,0.91,18
salinas,26,bsnet,0.92,0.96,0.91,19
salinas,25,bsnet,0.92,0.95,0.91,0
salinas,25,bsnet,0.91,0.96,0.9,1
salinas,25,bsnet,0.91,0.95,0.9,2
salinas,25,bsnet,0.92,0.96,0.91,3
salinas,25,bsnet,0.92,0.95,0.91,4
salinas,25,bsnet,0.92,0.96,0.91,5
salinas,25,bsnet,0.91,0.95,0.9,6
salinas,25,bsnet,0.92,0.96,0.91,7
salinas,25,bsnet,0.92,0.96,0.91,8
salinas,25,bsnet,0.92,0.96,0.91,9
salinas,25,bsnet,0.92,0.96,0.91,10
salinas,25,bsnet,0.92,0.95,0.91,11
salinas,25,bsnet,0.92,0.96,0.91,12
salinas,25,bsnet,0.91,0.95,0.91,13
salinas,25,bsnet,0.92,0.96,0.91,14
salinas,25,bsnet,0.91,0.95,0.9,15
salinas,25,bsnet,0.92,0.96,0.91,16
salinas,25,bsnet,0.92,0.96,0.91,17
salinas,25,bsnet,0.92,0.96,0.91,18
salinas,25,bsnet,0.92,0.96,0.91,19
salinas,24,bsnet,0.92,0.95,0.91,0
salinas,24,bsnet,0.92,0.96,0.91,1
salinas,24,bsnet,0.91,0.95,0.9,2
salinas,24,bsnet,0.92,0.96,0.91,3
salinas,24,bsnet,0.92,0.95,0.91,4
salinas,24,bsnet,0.92,0.96,0.91,5
salinas,24,bsnet,0.91,0.95,0.9,6
salinas,24,bsnet,0.92,0.96,0.91,7
salinas,24,bsnet,0.92,0.96,0.91,8
salinas,24,bsnet,0.92,0.96,0.91,9
salinas,24,bsnet,0.92,0.96,0.91,10
salinas,24,bsnet,0.92,0.95,0.91,11
salinas,24,bsnet,0.92,0.96,0.91,12
salinas,24,bsnet,0.91,0.95,0.9,13
salinas,24,bsnet,0.91,0.96,0.9,14
salinas,24,bsnet,0.91,0.95,0.9,15
salinas,24,bsnet,0.92,0.96,0.91,16
salinas,24,bsnet,0.92,0.96,0.91,17
salinas,24,bsnet,0.92,0.96,0.91,18
salinas,24,bsnet,0.92,0.96,0.91,19
salinas,23,bsnet,0.92,0.95,0.91,0
salinas,23,bsnet,0.92,0.96,0.91,1
salinas,23,bsnet,0.91,0.95,0.9,2
salinas,23,bsnet,0.92,0.96,0.91,3
salinas,23,bsnet,0.92,0.95,0.91,4
salinas,23,bsnet,0.92,0.96,0.91,5
salinas,23,bsnet,0.91,0.95,0.9,6
salinas,23,bsnet,0.92,0.96,0.91,7
salinas,23,bsnet,0.92,0.96,0.91,8
salinas,23,bsnet,0.92,0.96,0.91,9
salinas,23,bsnet,0.92,0.96,0.91,10
salinas,23,bsnet,0.92,0.95,0.91,11
salinas,23,bsnet,0.92,0.96,0.91,12
salinas,23,bsnet,0.91,0.95,0.91,13
salinas,23,bsnet,0.92,0.96,0.91,14
salinas,23,bsnet,0.91,0.95,0.9,15
salinas,23,bsnet,0.92,0.96,0.91,16
salinas,23,bsnet,0.92,0.96,0.91,17
salinas,23,bsnet,0.92,0.96,0.91,18
salinas,23,bsnet,0.92,0.96,0.91,19
salinas,22,bsnet,0.91,0.95,0.9,0
salinas,22,bsnet,0.91,0.95,0.9,1
salinas,22,bsnet,0.91,0.95,0.9,2
salinas,22,bsnet,0.92,0.96,0.91,3
salinas,22,bsnet,0.91,0.95,0.9,4
salinas,22,bsnet,0.91,0.95,0.9,5
salinas,22,bsnet,0.91,0.95,0.9,6
salinas,22,bsnet,0.91,0.95,0.9,7
salinas,22,bsnet,0.91,0.95,0.9,8
salinas,22,bsnet,0.91,0.95,0.9,9
salinas,22,bsnet,0.91,0.95,0.9,10
salinas,22,bsnet,0.91,0.95,0.9,11
salinas,22,bsnet,0.92,0.95,0.91,12
salinas,22,bsnet,0.91,0.95,0.9,13
salinas,22,bsnet,0.91,0.95,0.9,14
salinas,22,bsnet,0.91,0.95,0.9,15
salinas,22,bsnet,0.91,0.95,0.9,16
salinas,22,bsnet,0.91,0.95,0.9,17
salinas,22,bsnet,0.92,0.95,0.91,18
salinas,22,bsnet,0.91,0.95,0.9,19
salinas,21,bsnet,0.91,0.95,0.9,0
salinas,21,bsnet,0.91,0.95,0.9,1
salinas,21,bsnet,0.91,0.95,0.9,2
salinas,21,bsnet,0.92,0.95,0.91,3
salinas,21,bsnet,0.91,0.95,0.9,4
salinas,21,bsnet,0.91,0.95,0.9,5
salinas,21,bsnet,0.91,0.95,0.9,6
salinas,21,bsnet,0.91,0.95,0.9,7
salinas,21,bsnet,0.91,0.95,0.9,8
salinas,21,bsnet,0.91,0.95,0.9,9
salinas,21,bsnet,0.91,0.95,0.9,10
salinas,21,bsnet,0.91,0.95,0.9,11
salinas,21,bsnet,0.91,0.95,0.9,12
salinas,21,bsnet,0.91,0.95,0.9,13
salinas,21,bsnet,0.91,0.95,0.9,14
salinas,21,bsnet,0.91,0.95,0.9,15
salinas,21,bsnet,0.91,0.95,0.9,16
salinas,21,bsnet,0.91,0.95,0.9,17
salinas,21,bsnet,0.91,0.95,0.91,18
salinas,21,bsnet,0.91,0.95,0.9,19
salinas,20,bsnet,0.91,0.95,0.9,0
salinas,20,bsnet,0.91,0.95,0.9,1
salinas,20,bsnet,0.91,0.95,0.9,2
salinas,20,bsnet,0.92,0.95,0.91,3
salinas,20,bsnet,0.91,0.94,0.9,4
salinas,20,bsnet,0.91,0.95,0.9,5
salinas,20,bsnet,0.91,0.95,0.9,6
salinas,20,bsnet,0.91,0.95,0.9,7
salinas,20,bsnet,0.91,0.95,0.9,8
salinas,20,bsnet,0.91,0.95,0.9,9
salinas,20,bsnet,0.91,0.95,0.9,10
salinas,20,bsnet,0.91,0.95,0.9,11
salinas,20,bsnet,0.91,0.95,0.91,12
salinas,20,bsnet,0.91,0.95,0.9,13
salinas,20,bsnet,0.91,0.95,0.9,14
salinas,20,bsnet,0.91,0.95,0.9,15
salinas,20,bsnet,0.91,0.95,0.9,16
salinas,20,bsnet,0.91,0.95,0.9,17
salinas,20,bsnet,0.91,0.95,0.9,18
salinas,20,bsnet,0.91,0.95,0.9,19
salinas,19,bsnet,0.91,0.95,0.9,0
salinas,19,bsnet,0.91,0.95,0.9,1
salinas,19,bsnet,0.91,0.95,0.9,2
salinas,19,bsnet,0.92,0.95,0.91,3
salinas,19,bsnet,0.91,0.94,0.9,4
salinas,19,bsnet,0.91,0.95,0.9,5
salinas,19,bsnet,0.91,0.95,0.9,6
salinas,19,bsnet,0.91,0.95,0.9,7
salinas,19,bsnet,0.91,0.95,0.9,8
salinas,19,bsnet,0.91,0.95,0.9,9
