dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
indian_pines,29,spa,128.348,0.581,0.482,0.482,0|1|19|25|29|33|34|39|56|60|73|74|75|84|87|88|89|96|102|103|104|105|106|142|143|144|145|198|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,28,spa,121.116,0.57,0.481,0.481,0|1|26|29|33|34|39|56|60|61|74|75|78|84|87|88|89|96|102|103|104|105|107|143|144|145|198|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,27,spa,115.426,0.567,0.476,0.476,0|1|26|29|33|34|39|56|60|61|74|75|78|84|87|88|89|102|103|104|105|107|143|144|145|198|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,26,spa,109.797,0.575,0.482,0.482,0|1|19|26|29|34|39|56|60|73|74|75|84|87|88|89|102|103|104|105|128|143|144|145|198|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,25,spa,107.286,0.56,0.467,0.467,0|1|25|29|34|39|56|60|73|74|75|84|87|88|89|102|103|104|105|140|143|144|145|198|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,24,spa,103.429,0.557,0.467,0.467,0|13|27|29|34|39|56|60|73|74|75|84|87|88|89|102|103|104|105|143|144|145|198|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,23,spa,97.751,0.551,0.459,0.459,0|1|29|34|39|56|60|73|74|75|84|87|88|102|103|104|105|142|143|144|145|198|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,22,spa,94.852,0.565,0.471,0.471,0|26|34|39|56|60|73|74|75|84|87|89|102|103|104|105|128|143|144|145|198|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,21,spa,89.887,0.56,0.47,0.47,0|26|34|39|56|60|74|75|84|87|89|102|103|104|105|128|143|144|145|198|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,20,spa,86.151,0.562,0.474,0.474,0|26|34|39|56|60|74|75|84|87|89|102|103|104|128|143|144|145|198|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,19,spa,81.844,0.529,0.436,0.436,0|29|34|45|56|60|74|75|87|88|102|103|104|105|143|144|145|198|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,18,spa,77.894,0.524,0.448,0.448,0|28|39|56|60|74|75|87|88|100|102|103|104|143|144|145|198|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,17,spa,73.823,0.525,0.447,0.447,0|28|39|56|60|74|87|88|101|102|103|104|143|144|145|198|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,16,spa,69.297,0.546,0.458,0.458,0|26|39|56|60|74|87|89|102|103|104|128|143|144|198|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,15,spa,64.214,0.505,0.429,0.429,0|29|39|56|60|74|87|88|102|103|104|142|143|144|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,14,spa,60.367,0.483,0.419,0.419,0|16|39|56|60|74|87|88|102|103|104|143|144|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,13,spa,56.006,0.541,0.458,0.458,0|26|39|56|60|74|89|102|103|128|143|144|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,12,spa,51.596,0.537,0.457,0.457,0|26|39|56|60|74|89|102|103|128|143|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,11,spa,47.627,0.506,0.433,0.433,0|28|39|56|60|74|89|94|102|103|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,10,spa,43.377,0.516,0.453,0.453,0|28|39|56|60|74|89|99|103|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,9,spa,39.094,0.467,0.404,0.404,0|39|56|60|74|87|103|117|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,8,spa,34.632,0.441,0.379,0.379,0|60|74|78|89|103|107|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,7,spa,30.52,0.454,0.383,0.383,0|59|60|74|103|171|199,0.0|0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,6,spa,26.327,0.461,0.386,0.386,0|56|60|88|107|199,0.0|0.0|0.0|0.0|0.0|0.0
indian_pines,5,spa,22.029,0.525,0.431,0.431,0|16|39|74|199,0.0|0.0|0.0|0.0|0.0
paviaU,30,spa,148.827,0.906,0.883,0.883,0|1|2|3|4|6|7|9|11|13|15|17|20|23|27|32|46|61|68|71|75|81|84|87|93|96|98|100|101|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,29,spa,145.338,0.906,0.881,0.881,0|1|2|3|4|6|7|9|11|13|15|17|19|21|26|32|46|61|68|72|76|82|85|93|96|99|100|101|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,28,spa,139.01,0.907,0.881,0.881,0|1|2|3|4|6|7|9|11|13|15|17|21|26|32|46|61|68|72|76|82|85|93|96|99|100|101|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,27,spa,136.275,0.906,0.878,0.878,0|1|2|3|4|6|7|9|11|13|15|17|21|26|32|46|61|68|72|76|82|85|93|96|99|101|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,26,spa,130.803,0.904,0.877,0.877,0|1|2|3|4|6|7|9|11|13|15|17|20|23|32|46|61|71|75|81|84|93|96|98|100|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,25,spa,127.34,0.911,0.887,0.887,0|1|2|3|4|6|7|9|11|13|15|17|20|31|45|58|68|72|77|82|84|94|97|100|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,24,spa,121.653,0.908,0.88,0.88,0|1|2|3|4|6|7|9|11|13|15|17|21|32|46|61|70|75|82|84|96|99|101|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,23,spa,117.174,0.907,0.884,0.884,0|1|2|3|4|6|8|10|12|14|16|19|30|45|62|67|73|82|84|90|97|101|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,22,spa,114.069,0.903,0.874,0.874,0|1|2|3|4|6|7|9|11|13|15|17|32|46|61|71|75|81|84|96|100|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,21,spa,107.93,0.906,0.879,0.879,0|1|2|3|4|6|7|9|11|13|17|32|46|61|69|73|82|84|96|100|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,20,spa,102.919,0.899,0.869,0.869,0|1|2|3|4|6|7|9|11|13|17|32|46|61|71|81|84|96|100|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,19,spa,98.96,0.896,0.872,0.872,0|1|2|3|4|6|7|9|11|13|17|32|46|61|72|83|84|99|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,18,spa,93.707,0.896,0.869,0.869,0|1|2|3|4|6|7|9|11|13|17|32|61|72|83|84|99|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,17,spa,88.838,0.894,0.868,0.868,0|1|2|3|4|6|7|9|11|17|32|61|72|83|84|99|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,16,spa,83.674,0.898,0.871,0.871,0|1|2|3|4|6|9|11|17|32|61|72|83|84|99|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,15,spa,79.294,0.9,0.874,0.874,0|1|2|4|6|9|11|17|32|61|72|83|84|99|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,14,spa,74.538,0.9,0.874,0.874,0|1|2|4|6|9|11|17|32|61|72|83|84|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,13,spa,70.04,0.903,0.877,0.877,0|1|2|4|6|9|17|32|61|71|76|82|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,12,spa,64.505,0.87,0.846,0.846,0|1|2|4|6|9|17|32|61|72|83|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,11,spa,59.753,0.861,0.826,0.826,0|1|2|4|6|13|31|61|72|90|101,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,10,spa,55.081,0.848,0.808,0.808,0|1|2|4|11|30|61|72|90|101,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,9,spa,49.774,0.847,0.799,0.799,0|1|2|5|26|61|72|90|101,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,8,spa,44.304,0.852,0.818,0.818,0|2|4|13|36|58|72|90,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,7,spa,39.572,0.855,0.817,0.817,0|2|14|38|62|71|90,0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,6,spa,34.56,0.825,0.754,0.754,0|2|37|58|72|90,0.0|0.0|0.0|0.0|0.0|0.0
paviaU,5,spa,29.018,0.825,0.784,0.784,0|17|60|72|96,0.0|0.0|0.0|0.0|0.0
salinas,30,spa,688.599,0.909,0.95,0.95,0|1|2|3|4|5|14|35|38|42|57|80|94|143|151|167|185|190|191|192|194|195|196|197|198|199|200|201|202|203,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,29,spa,669.416,0.909,0.948,0.948,0|1|2|3|4|5|14|35|38|40|59|80|102|107|157|169|185|190|191|192|194|195|196|197|198|199|200|201|203,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,28,spa,646.49,0.908,0.948,0.948,0|1|2|3|4|5|18|35|39|43|74|80|103|151|159|169|185|190|192|194|195|196|197|198|199|200|201|203,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,27,spa,624.533,0.901,0.943,0.943,0|1|2|3|4|5|18|35|38|42|69|80|128|151|159|185|190|192|194|195|196|197|198|199|200|201|203,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,26,spa,604.143,0.91,0.949,0.949,0|1|2|3|4|6|18|35|38|48|75|80|102|151|157|169|185|190|192|195|196|197|198|199|200|203,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,25,spa,581.579,0.91,0.949,0.949,0|1|2|3|4|5|18|35|38|43|74|80|101|151|157|169|185|190|192|195|196|197|198|200|203,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,24,spa,564.376,0.909,0.949,0.949,0|1|2|3|4|5|18|35|38|43|74|80|101|151|157|169|185|190|195|196|197|198|200|203,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,23,spa,538.239,0.902,0.943,0.943,0|1|2|3|4|7|19|35|39|42|55|80|103|151|159|185|190|195|196|197|198|200|203,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,22,spa,514.657,0.905,0.946,0.946,0|1|2|3|4|8|35|38|41|55|80|103|152|169|185|190|195|196|197|198|200|203,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,21,spa,493.545,0.904,0.943,0.943,0|1|2|3|4|14|35|38|41|50|80|103|151|159|185|190|195|196|197|198|200,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,20,spa,471.007,0.9,0.941,0.941,0|1|2|3|4|18|35|38|42|70|80|128|151|159|185|195|196|197|198|200,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,19,spa,447.187,0.899,0.943,0.943,0|1|2|3|4|18|35|38|43|77|80|120|151|185|190|195|196|197|198,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,18,spa,425.017,0.897,0.937,0.937,0|1|2|3|4|35|38|41|50|80|103|151|159|185|195|196|197|198,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,17,spa,435.134,0.892,0.936,0.936,0|1|2|3|4|35|38|41|77|80|120|151|185|190|195|197|198,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,16,spa,481.332,0.898,0.934,0.934,0|1|2|3|4|11|34|38|41|57|80|103|159|185|195|197,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,15,spa,444.666,0.9,0.935,0.935,0|1|2|3|4|15|34|38|41|57|80|103|159|185|197,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,14,spa,428.922,0.89,0.929,0.929,0|1|2|3|4|35|38|42|78|80|103|159|185|197,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,13,spa,391.503,0.886,0.926,0.926,0|1|2|3|4|35|38|42|80|83|159|185|197,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,12,spa,374.602,0.894,0.927,0.927,0|1|2|3|35|38|41|52|80|103|159|197,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,11,spa,311.759,0.885,0.926,0.926,0|1|2|3|35|38|42|80|83|159|197,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,10,spa,298.73,0.884,0.923,0.923,0|1|2|3|35|38|42|69|80|159,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,9,spa,275.221,0.872,0.916,0.916,0|1|2|3|35|41|57|129|197,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,8,spa,240.807,0.877,0.906,0.906,0|1|2|34|38|42|80|159,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,7,spa,219.55,0.87,0.902,0.902,0|1|2|35|42|82|159,0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,6,spa,168.386,0.875,0.905,0.905,0|1|4|43|101|157,0.0|0.0|0.0|0.0|0.0|0.0
salinas,5,spa,136.143,0.826,0.861,0.861,0|1|4|43|157,0.0|0.0|0.0|0.0|0.0
