dataset,target_size,algorithm,time,oa,aa,k,selected_features,selected_weights
paviaU,30,v9,2077.211,0.921,0.897,0.897,9|14|16|21|25|27|30|38|41|42|47|51|54|57|59|62|63|64|68|71|75|76|80|82|83|84|86|96|98|102,0.04438634589314461|0.45827919244766235|0.006137503776699305|0.22040918469429016|0.4749571979045868|0.016858069226145744|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.015728287398815155|0.5023375153541565|0.22026360034942627|0.07683584094047546|0.04897060617804527|0.012159577570855618|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305|0.4153531789779663
paviaU,29,v9,0.0,0.922,0.898,0.898,9|14|16|21|25|27|30|38|41|42|47|54|57|59|62|63|64|68|71|75|76|80|82|83|84|86|96|98|102,0.04438634589314461|0.45827919244766235|0.006137503776699305|0.22040918469429016|0.4749571979045868|0.016858069226145744|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.5023375153541565|0.22026360034942627|0.07683584094047546|0.04897060617804527|0.012159577570855618|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305|0.4153531789779663
paviaU,28,v9,0.0,0.923,0.899,0.899,9|14|16|21|25|30|38|41|42|47|54|57|59|62|63|64|68|71|75|76|80|82|83|84|86|96|98|102,0.04438634589314461|0.45827919244766235|0.006137503776699305|0.22040918469429016|0.4749571979045868|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.5023375153541565|0.22026360034942627|0.07683584094047546|0.04897060617804527|0.012159577570855618|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305|0.4153531789779663
paviaU,27,v9,0.0,0.923,0.9,0.9,9|14|16|21|25|30|38|41|42|47|54|57|59|62|63|64|68|71|75|76|80|82|83|84|86|96|98,0.04438634589314461|0.45827919244766235|0.006137503776699305|0.22040918469429016|0.4749571979045868|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.5023375153541565|0.22026360034942627|0.07683584094047546|0.04897060617804527|0.012159577570855618|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305
paviaU,26,v9,0.0,0.924,0.9,0.9,9|14|16|21|25|30|38|41|42|47|54|57|62|63|64|68|71|75|76|80|82|83|84|86|96|98,0.04438634589314461|0.45827919244766235|0.006137503776699305|0.22040918469429016|0.4749571979045868|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.5023375153541565|0.22026360034942627|0.04897060617804527|0.012159577570855618|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305
paviaU,25,v9,0.0,0.925,0.901,0.901,9|14|16|21|25|30|38|41|42|47|57|62|63|64|68|71|75|76|80|82|83|84|86|96|98,0.04438634589314461|0.45827919244766235|0.006137503776699305|0.22040918469429016|0.4749571979045868|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.012159577570855618|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305
paviaU,24,v9,0.0,0.923,0.9,0.9,14|16|21|25|30|38|41|42|47|57|62|63|64|68|71|75|76|80|82|83|84|86|96|98,0.45827919244766235|0.006137503776699305|0.22040918469429016|0.4749571979045868|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.012159577570855618|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305
paviaU,23,v9,0.0,0.924,0.9,0.9,14|16|21|25|30|38|41|42|47|57|62|64|68|71|75|76|80|82|83|84|86|96|98,0.45827919244766235|0.006137503776699305|0.22040918469429016|0.4749571979045868|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305
paviaU,22,v9,0.0,0.923,0.9,0.9,14|21|25|30|38|41|42|47|57|62|64|68|71|75|76|80|82|83|84|86|96|98,0.45827919244766235|0.22040918469429016|0.4749571979045868|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305
paviaU,21,v9,0.0,0.924,0.9,0.9,14|21|25|38|41|42|47|57|62|64|68|71|75|76|80|82|83|84|86|96|98,0.45827919244766235|0.22040918469429016|0.4749571979045868|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305
