dataset,target_size,algorithm,oa,aa,k,fold
indian_pines,30,v0,0.7,0.67,0.66,0
indian_pines,30,v0,0.71,0.68,0.67,1
indian_pines,30,v0,0.72,0.65,0.68,2
indian_pines,30,v0,0.7,0.64,0.65,3
indian_pines,30,v0,0.69,0.65,0.65,4
indian_pines,30,v0,0.71,0.66,0.67,5
indian_pines,30,v0,0.7,0.65,0.66,6
indian_pines,30,v0,0.69,0.64,0.65,7
indian_pines,30,v0,0.69,0.66,0.65,8
indian_pines,30,v0,0.67,0.64,0.62,9
indian_pines,30,v0,0.7,0.61,0.65,10
indian_pines,30,v0,0.71,0.67,0.67,11
indian_pines,30,v0,0.72,0.67,0.68,12
indian_pines,30,v0,0.69,0.62,0.65,13
indian_pines,30,v0,0.7,0.66,0.65,14
indian_pines,30,v0,0.71,0.66,0.67,15
indian_pines,30,v0,0.71,0.69,0.67,16
indian_pines,30,v0,0.71,0.62,0.67,17
indian_pines,30,v0,0.72,0.66,0.68,18
indian_pines,30,v0,0.7,0.67,0.66,19
indian_pines,29,v0,0.7,0.67,0.66,0
indian_pines,29,v0,0.72,0.67,0.68,1
indian_pines,29,v0,0.72,0.65,0.68,2
indian_pines,29,v0,0.7,0.65,0.66,3
indian_pines,29,v0,0.7,0.65,0.66,4
indian_pines,29,v0,0.71,0.66,0.67,5
indian_pines,29,v0,0.7,0.64,0.65,6
indian_pines,29,v0,0.69,0.65,0.65,7
indian_pines,29,v0,0.7,0.67,0.66,8
indian_pines,29,v0,0.67,0.64,0.62,9
indian_pines,29,v0,0.71,0.61,0.67,10
indian_pines,29,v0,0.71,0.67,0.67,11
indian_pines,29,v0,0.72,0.67,0.68,12
indian_pines,29,v0,0.7,0.62,0.66,13
indian_pines,29,v0,0.7,0.67,0.66,14
indian_pines,29,v0,0.71,0.66,0.67,15
indian_pines,29,v0,0.71,0.68,0.67,16
indian_pines,29,v0,0.71,0.62,0.67,17
indian_pines,29,v0,0.72,0.66,0.68,18
indian_pines,29,v0,0.7,0.68,0.66,19
indian_pines,28,v0,0.69,0.66,0.65,0
indian_pines,28,v0,0.71,0.67,0.67,1
indian_pines,28,v0,0.72,0.65,0.68,2
indian_pines,28,v0,0.7,0.65,0.66,3
indian_pines,28,v0,0.7,0.66,0.66,4
indian_pines,28,v0,0.72,0.66,0.68,5
indian_pines,28,v0,0.7,0.64,0.66,6
indian_pines,28,v0,0.69,0.64,0.65,7
indian_pines,28,v0,0.7,0.66,0.66,8
indian_pines,28,v0,0.66,0.64,0.62,9
indian_pines,28,v0,0.71,0.61,0.67,10
indian_pines,28,v0,0.7,0.67,0.66,11
indian_pines,28,v0,0.71,0.66,0.67,12
indian_pines,28,v0,0.69,0.62,0.65,13
indian_pines,28,v0,0.7,0.66,0.66,14
indian_pines,28,v0,0.71,0.66,0.67,15
indian_pines,28,v0,0.71,0.68,0.67,16
indian_pines,28,v0,0.7,0.62,0.66,17
indian_pines,28,v0,0.72,0.66,0.68,18
indian_pines,28,v0,0.7,0.68,0.66,19
indian_pines,27,v0,0.7,0.67,0.66,0
indian_pines,27,v0,0.71,0.67,0.67,1
indian_pines,27,v0,0.72,0.65,0.68,2
indian_pines,27,v0,0.7,0.64,0.65,3
indian_pines,27,v0,0.7,0.66,0.66,4
indian_pines,27,v0,0.71,0.65,0.67,5
indian_pines,27,v0,0.7,0.64,0.65,6
indian_pines,27,v0,0.69,0.64,0.65,7
indian_pines,27,v0,0.7,0.67,0.66,8
indian_pines,27,v0,0.66,0.64,0.61,9
indian_pines,27,v0,0.71,0.61,0.67,10
indian_pines,27,v0,0.7,0.67,0.66,11
indian_pines,27,v0,0.71,0.66,0.67,12
indian_pines,27,v0,0.69,0.62,0.65,13
indian_pines,27,v0,0.7,0.66,0.65,14
indian_pines,27,v0,0.71,0.66,0.67,15
indian_pines,27,v0,0.7,0.68,0.66,16
indian_pines,27,v0,0.71,0.62,0.67,17
indian_pines,27,v0,0.71,0.65,0.67,18
indian_pines,27,v0,0.7,0.68,0.66,19
indian_pines,26,v0,0.7,0.67,0.65,0
indian_pines,26,v0,0.71,0.68,0.67,1
indian_pines,26,v0,0.71,0.66,0.67,2
indian_pines,26,v0,0.7,0.63,0.66,3
indian_pines,26,v0,0.7,0.67,0.66,4
indian_pines,26,v0,0.71,0.66,0.67,5
indian_pines,26,v0,0.69,0.64,0.65,6
indian_pines,26,v0,0.7,0.64,0.66,7
indian_pines,26,v0,0.71,0.66,0.66,8
indian_pines,26,v0,0.66,0.63,0.61,9
indian_pines,26,v0,0.71,0.61,0.67,10
indian_pines,26,v0,0.71,0.67,0.66,11
indian_pines,26,v0,0.71,0.66,0.67,12
indian_pines,26,v0,0.69,0.61,0.64,13
indian_pines,26,v0,0.7,0.66,0.66,14
indian_pines,26,v0,0.71,0.66,0.67,15
indian_pines,26,v0,0.7,0.67,0.66,16
indian_pines,26,v0,0.71,0.62,0.67,17
indian_pines,26,v0,0.71,0.65,0.67,18
indian_pines,26,v0,0.71,0.68,0.67,19
indian_pines,25,v0,0.7,0.67,0.66,0
indian_pines,25,v0,0.72,0.68,0.68,1
indian_pines,25,v0,0.72,0.66,0.68,2
indian_pines,25,v0,0.7,0.63,0.66,3
indian_pines,25,v0,0.7,0.67,0.66,4
indian_pines,25,v0,0.72,0.66,0.68,5
indian_pines,25,v0,0.69,0.64,0.65,6
indian_pines,25,v0,0.7,0.64,0.65,7
indian_pines,25,v0,0.71,0.66,0.67,8
indian_pines,25,v0,0.65,0.63,0.61,9
indian_pines,25,v0,0.71,0.62,0.67,10
indian_pines,25,v0,0.71,0.68,0.67,11
indian_pines,25,v0,0.71,0.66,0.67,12
indian_pines,25,v0,0.7,0.62,0.66,13
indian_pines,25,v0,0.7,0.66,0.66,14
indian_pines,25,v0,0.71,0.66,0.67,15
indian_pines,25,v0,0.7,0.67,0.66,16
indian_pines,25,v0,0.7,0.62,0.66,17
indian_pines,25,v0,0.71,0.65,0.67,18
indian_pines,25,v0,0.71,0.68,0.67,19
indian_pines,24,v0,0.7,0.67,0.65,0
indian_pines,24,v0,0.71,0.67,0.67,1
indian_pines,24,v0,0.71,0.67,0.68,2
indian_pines,24,v0,0.7,0.62,0.65,3
indian_pines,24,v0,0.7,0.68,0.66,4
indian_pines,24,v0,0.71,0.65,0.67,5
indian_pines,24,v0,0.69,0.63,0.65,6
