dataset,oa,aa,k,target_size,algorithm,time,selected_features,selected_weights
indian_pines,0.775,0.747,0.747,27,v4,0.0,3|4|5|6|7|8|11|28|35|36|38|40|52|53|63|97|112|126|127|133|148|158|160|161|174|181|190,0.45210787653923035|1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.2942132353782654|0.7573807239532471|0.5969828367233276|0.6029168367385864|0.5955227017402649|0.9685991406440735|0.3701702058315277|0.48656198382377625|0.1365251988172531|0.31851819157600403|0.1223646029829979|0.493059366941452|0.5558251142501831|1.2065318822860718|1.254075288772583|0.7146461606025696|0.88518887758255|0.8676850199699402|0.224586620926857|0.12198515236377716|0.7310469150543213
indian_pines,0.779,0.752,0.752,26,v4,0.0,4|5|6|7|8|11|28|35|36|38|40|52|53|63|97|112|126|127|133|148|158|160|161|174|181|190,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.2942132353782654|0.7573807239532471|0.5969828367233276|0.6029168367385864|0.5955227017402649|0.9685991406440735|0.3701702058315277|0.48656198382377625|0.1365251988172531|0.31851819157600403|0.1223646029829979|0.493059366941452|0.5558251142501831|1.2065318822860718|1.254075288772583|0.7146461606025696|0.88518887758255|0.8676850199699402|0.224586620926857|0.12198515236377716|0.7310469150543213
indian_pines,0.776,0.751,0.751,25,v4,0.0,4|5|6|7|8|11|28|35|36|38|40|52|53|63|97|126|127|133|148|158|160|161|174|181|190,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.2942132353782654|0.7573807239532471|0.5969828367233276|0.6029168367385864|0.5955227017402649|0.9685991406440735|0.3701702058315277|0.48656198382377625|0.1365251988172531|0.31851819157600403|0.493059366941452|0.5558251142501831|1.2065318822860718|1.254075288772583|0.7146461606025696|0.88518887758255|0.8676850199699402|0.224586620926857|0.12198515236377716|0.7310469150543213
indian_pines,0.776,0.75,0.75,24,v4,0.0,4|5|6|7|8|11|28|35|36|38|40|52|53|63|97|126|127|133|148|158|161|174|181|190,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.2942132353782654|0.7573807239532471|0.5969828367233276|0.6029168367385864|0.5955227017402649|0.9685991406440735|0.3701702058315277|0.48656198382377625|0.1365251988172531|0.31851819157600403|0.493059366941452|0.5558251142501831|1.2065318822860718|1.254075288772583|0.7146461606025696|0.8676850199699402|0.224586620926857|0.12198515236377716|0.7310469150543213
indian_pines,0.776,0.749,0.749,23,v4,0.0,4|5|6|7|8|11|28|35|36|38|40|52|63|97|126|127|133|148|158|161|174|181|190,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.2942132353782654|0.7573807239532471|0.5969828367233276|0.6029168367385864|0.5955227017402649|0.9685991406440735|0.3701702058315277|0.1365251988172531|0.31851819157600403|0.493059366941452|0.5558251142501831|1.2065318822860718|1.254075288772583|0.7146461606025696|0.8676850199699402|0.224586620926857|0.12198515236377716|0.7310469150543213
indian_pines,0.771,0.746,0.746,22,v4,0.0,4|5|6|7|8|11|28|35|36|38|40|52|63|97|127|133|148|158|161|174|181|190,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.2942132353782654|0.7573807239532471|0.5969828367233276|0.6029168367385864|0.5955227017402649|0.9685991406440735|0.3701702058315277|0.1365251988172531|0.31851819157600403|0.5558251142501831|1.2065318822860718|1.254075288772583|0.7146461606025696|0.8676850199699402|0.224586620926857|0.12198515236377716|0.7310469150543213
indian_pines,0.767,0.743,0.743,21,v4,0.0,4|5|6|7|8|11|28|35|36|38|40|63|97|127|133|148|158|161|174|181|190,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.2942132353782654|0.7573807239532471|0.5969828367233276|0.6029168367385864|0.5955227017402649|0.9685991406440735|0.1365251988172531|0.31851819157600403|0.5558251142501831|1.2065318822860718|1.254075288772583|0.7146461606025696|0.8676850199699402|0.224586620926857|0.12198515236377716|0.7310469150543213
indian_pines,0.766,0.744,0.744,20,v4,0.0,4|5|6|7|8|11|28|35|36|38|40|63|97|127|133|148|158|161|181|190,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.2942132353782654|0.7573807239532471|0.5969828367233276|0.6029168367385864|0.5955227017402649|0.9685991406440735|0.1365251988172531|0.31851819157600403|0.5558251142501831|1.2065318822860718|1.254075288772583|0.7146461606025696|0.8676850199699402|0.12198515236377716|0.7310469150543213
indian_pines,0.759,0.735,0.735,19,v4,0.0,4|5|6|7|8|11|28|36|38|40|63|97|127|133|148|158|161|181|190,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.2942132353782654|0.7573807239532471|0.6029168367385864|0.5955227017402649|0.9685991406440735|0.1365251988172531|0.31851819157600403|0.5558251142501831|1.2065318822860718|1.254075288772583|0.7146461606025696|0.8676850199699402|0.12198515236377716|0.7310469150543213
indian_pines,0.75,0.727,0.727,18,v4,0.0,4|5|6|7|8|11|28|38|40|63|97|127|133|148|158|161|181|190,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.2942132353782654|0.7573807239532471|0.5955227017402649|0.9685991406440735|0.1365251988172531|0.31851819157600403|0.5558251142501831|1.2065318822860718|1.254075288772583|0.7146461606025696|0.8676850199699402|0.12198515236377716|0.7310469150543213
indian_pines,0.753,0.73,0.73,17,v4,0.0,4|5|6|7|8|11|28|38|40|63|97|127|133|148|158|161|181,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.2942132353782654|0.7573807239532471|0.5955227017402649|0.9685991406440735|0.1365251988172531|0.31851819157600403|0.5558251142501831|1.2065318822860718|1.254075288772583|0.7146461606025696|0.8676850199699402|0.12198515236377716
indian_pines,0.755,0.732,0.732,16,v4,0.0,4|5|6|7|8|28|38|40|63|97|127|133|148|158|161|181,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.7573807239532471|0.5955227017402649|0.9685991406440735|0.1365251988172531|0.31851819157600403|0.5558251142501831|1.2065318822860718|1.254075288772583|0.7146461606025696|0.8676850199699402|0.12198515236377716
indian_pines,0.748,0.725,0.725,15,v4,0.0,4|5|6|7|8|28|38|40|63|97|133|148|158|161|181,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.7573807239532471|0.5955227017402649|0.9685991406440735|0.1365251988172531|0.31851819157600403|1.2065318822860718|1.254075288772583|0.7146461606025696|0.8676850199699402|0.12198515236377716
indian_pines,0.745,0.722,0.722,14,v4,0.0,4|5|6|7|8|28|38|40|63|97|133|148|158|181,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.7573807239532471|0.5955227017402649|0.9685991406440735|0.1365251988172531|0.31851819157600403|1.2065318822860718|1.254075288772583|0.7146461606025696|0.12198515236377716
indian_pines,0.725,0.704,0.704,13,v4,0.0,4|5|6|7|8|38|40|63|97|133|148|158|181,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.5955227017402649|0.9685991406440735|0.1365251988172531|0.31851819157600403|1.2065318822860718|1.254075288772583|0.7146461606025696|0.12198515236377716
indian_pines,0.7,0.674,0.674,12,v4,0.0,4|5|6|7|8|38|40|63|133|148|158|181,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.5955227017402649|0.9685991406440735|0.1365251988172531|1.2065318822860718|1.254075288772583|0.7146461606025696|0.12198515236377716
indian_pines,0.703,0.672,0.672,11,v4,0.0,4|5|6|7|8|38|63|133|148|158|181,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.5955227017402649|0.1365251988172531|1.2065318822860718|1.254075288772583|0.7146461606025696|0.12198515236377716
indian_pines,0.698,0.66,0.66,10,v4,0.0,4|5|6|7|8|38|63|133|148|181,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.2053721398115158|0.5955227017402649|0.1365251988172531|1.2065318822860718|1.254075288772583|0.12198515236377716
indian_pines,0.703,0.661,0.661,9,v4,0.0,4|5|6|7|38|63|133|148|181,1.2176640033721924|1.140202283859253|1.1460380554199219|0.8969476222991943|0.5955227017402649|0.1365251988172531|1.2065318822860718|1.254075288772583|0.12198515236377716
indian_pines,0.709,0.669,0.669,8,v4,0.0,4|6|7|38|63|133|148|181,1.2176640033721924|1.1460380554199219|0.8969476222991943|0.5955227017402649|0.1365251988172531|1.2065318822860718|1.254075288772583|0.12198515236377716
indian_pines,0.694,0.658,0.658,7,v4,0.0,4|6|7|38|63|133|181,1.2176640033721924|1.1460380554199219|0.8969476222991943|0.5955227017402649|0.1365251988172531|1.2065318822860718|0.12198515236377716
indian_pines,0.632,0.586,0.586,6,v4,0.0,4|6|7|38|63|181,1.2176640033721924|1.1460380554199219|0.8969476222991943|0.5955227017402649|0.1365251988172531|0.12198515236377716
indian_pines,0.635,0.581,0.581,5,v4,0.0,4|7|38|63|181,1.2176640033721924|0.8969476222991943|0.5955227017402649|0.1365251988172531|0.12198515236377716
indian_pines,0.785,0.759,0.759,30,v5,168.406,4|5|6|7|14|34|35|36|38|40|46|53|63|68|70|94|97|111|114|126|133|148|153|158|160|161|172|174|181|183,0.8517679572105408|0.5267789363861084|0.9616663455963135|1.00985586643219|1.2618046998977661|1.3751081228256226|0.3918357193470001|0.5878298878669739|1.2965925931930542|1.2683969736099243|0.8175026774406433|0.6107794642448425|0.20230069756507874|0.7106073498725891|0.5464529395103455|0.6932747960090637|0.6511461138725281|0.46170833706855774|0.6923344731330872|1.0420897006988525|0.9499176740646362|0.961895227432251|0.7867166996002197|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.34331321716308594|0.38558682799339294|0.13902682065963745|0.4605584740638733
indian_pines,0.785,0.763,0.763,29,v5,0.0,5|6|7|14|34|35|36|38|40|46|53|63|68|70|94|97|111|114|126|133|148|153|158|160|161|172|174|181|183,0.5267789363861084|0.9616663455963135|1.00985586643219|1.2618046998977661|1.3751081228256226|0.3918357193470001|0.5878298878669739|1.2965925931930542|1.2683969736099243|0.8175026774406433|0.6107794642448425|0.20230069756507874|0.7106073498725891|0.5464529395103455|0.6932747960090637|0.6511461138725281|0.46170833706855774|0.6923344731330872|1.0420897006988525|0.9499176740646362|0.961895227432251|0.7867166996002197|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.34331321716308594|0.38558682799339294|0.13902682065963745|0.4605584740638733
indian_pines,0.784,0.763,0.763,28,v5,0.0,5|6|7|14|34|35|36|38|40|53|63|68|70|94|97|111|114|126|133|148|153|158|160|161|172|174|181|183,0.5267789363861084|0.9616663455963135|1.00985586643219|1.2618046998977661|1.3751081228256226|0.3918357193470001|0.5878298878669739|1.2965925931930542|1.2683969736099243|0.6107794642448425|0.20230069756507874|0.7106073498725891|0.5464529395103455|0.6932747960090637|0.6511461138725281|0.46170833706855774|0.6923344731330872|1.0420897006988525|0.9499176740646362|0.961895227432251|0.7867166996002197|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.34331321716308594|0.38558682799339294|0.13902682065963745|0.4605584740638733
indian_pines,0.783,0.762,0.762,27,v5,0.0,5|6|7|14|34|35|36|38|40|53|63|68|70|94|97|111|126|133|148|153|158|160|161|172|174|181|183,0.5267789363861084|0.9616663455963135|1.00985586643219|1.2618046998977661|1.3751081228256226|0.3918357193470001|0.5878298878669739|1.2965925931930542|1.2683969736099243|0.6107794642448425|0.20230069756507874|0.7106073498725891|0.5464529395103455|0.6932747960090637|0.6511461138725281|0.46170833706855774|1.0420897006988525|0.9499176740646362|0.961895227432251|0.7867166996002197|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.34331321716308594|0.38558682799339294|0.13902682065963745|0.4605584740638733
indian_pines,0.783,0.763,0.763,26,v5,0.0,5|6|7|14|34|35|36|38|40|63|68|70|94|97|111|126|133|148|153|158|160|161|172|174|181|183,0.5267789363861084|0.9616663455963135|1.00985586643219|1.2618046998977661|1.3751081228256226|0.3918357193470001|0.5878298878669739|1.2965925931930542|1.2683969736099243|0.20230069756507874|0.7106073498725891|0.5464529395103455|0.6932747960090637|0.6511461138725281|0.46170833706855774|1.0420897006988525|0.9499176740646362|0.961895227432251|0.7867166996002197|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.34331321716308594|0.38558682799339294|0.13902682065963745|0.4605584740638733
indian_pines,0.783,0.762,0.762,25,v5,0.0,5|6|7|14|34|35|36|38|40|63|68|70|94|97|111|126|133|148|153|158|160|161|172|174|181,0.5267789363861084|0.9616663455963135|1.00985586643219|1.2618046998977661|1.3751081228256226|0.3918357193470001|0.5878298878669739|1.2965925931930542|1.2683969736099243|0.20230069756507874|0.7106073498725891|0.5464529395103455|0.6932747960090637|0.6511461138725281|0.46170833706855774|1.0420897006988525|0.9499176740646362|0.961895227432251|0.7867166996002197|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.34331321716308594|0.38558682799339294|0.13902682065963745
indian_pines,0.783,0.761,0.761,24,v5,0.0,5|6|7|14|34|35|36|38|40|63|68|94|97|111|126|133|148|153|158|160|161|172|174|181,0.5267789363861084|0.9616663455963135|1.00985586643219|1.2618046998977661|1.3751081228256226|0.3918357193470001|0.5878298878669739|1.2965925931930542|1.2683969736099243|0.20230069756507874|0.7106073498725891|0.6932747960090637|0.6511461138725281|0.46170833706855774|1.0420897006988525|0.9499176740646362|0.961895227432251|0.7867166996002197|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.34331321716308594|0.38558682799339294|0.13902682065963745
indian_pines,0.782,0.761,0.761,23,v5,0.0,5|6|7|14|34|35|36|38|40|63|68|94|97|111|126|133|148|153|158|160|161|174|181,0.5267789363861084|0.9616663455963135|1.00985586643219|1.2618046998977661|1.3751081228256226|0.3918357193470001|0.5878298878669739|1.2965925931930542|1.2683969736099243|0.20230069756507874|0.7106073498725891|0.6932747960090637|0.6511461138725281|0.46170833706855774|1.0420897006988525|0.9499176740646362|0.961895227432251|0.7867166996002197|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.38558682799339294|0.13902682065963745
indian_pines,0.782,0.763,0.763,22,v5,0.0,5|6|7|14|34|35|36|38|40|63|68|97|111|126|133|148|153|158|160|161|174|181,0.5267789363861084|0.9616663455963135|1.00985586643219|1.2618046998977661|1.3751081228256226|0.3918357193470001|0.5878298878669739|1.2965925931930542|1.2683969736099243|0.20230069756507874|0.7106073498725891|0.6511461138725281|0.46170833706855774|1.0420897006988525|0.9499176740646362|0.961895227432251|0.7867166996002197|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.38558682799339294|0.13902682065963745
indian_pines,0.775,0.758,0.758,21,v5,0.0,5|6|7|14|34|35|36|38|40|63|68|97|111|126|133|153|158|160|161|174|181,0.5267789363861084|0.9616663455963135|1.00985586643219|1.2618046998977661|1.3751081228256226|0.3918357193470001|0.5878298878669739|1.2965925931930542|1.2683969736099243|0.20230069756507874|0.7106073498725891|0.6511461138725281|0.46170833706855774|1.0420897006988525|0.9499176740646362|0.7867166996002197|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.38558682799339294|0.13902682065963745
indian_pines,0.771,0.755,0.755,20,v5,0.0,5|6|7|14|34|36|38|40|63|68|97|111|126|133|153|158|160|161|174|181,0.5267789363861084|0.9616663455963135|1.00985586643219|1.2618046998977661|1.3751081228256226|0.5878298878669739|1.2965925931930542|1.2683969736099243|0.20230069756507874|0.7106073498725891|0.6511461138725281|0.46170833706855774|1.0420897006988525|0.9499176740646362|0.7867166996002197|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.38558682799339294|0.13902682065963745
indian_pines,0.77,0.753,0.753,19,v5,0.0,5|6|7|14|34|38|40|63|68|97|111|126|133|153|158|160|161|174|181,0.5267789363861084|0.9616663455963135|1.00985586643219|1.2618046998977661|1.3751081228256226|1.2965925931930542|1.2683969736099243|0.20230069756507874|0.7106073498725891|0.6511461138725281|0.46170833706855774|1.0420897006988525|0.9499176740646362|0.7867166996002197|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.38558682799339294|0.13902682065963745
indian_pines,0.766,0.748,0.748,18,v5,0.0,5|6|7|14|34|38|40|63|97|111|126|133|153|158|160|161|174|181,0.5267789363861084|0.9616663455963135|1.00985586643219|1.2618046998977661|1.3751081228256226|1.2965925931930542|1.2683969736099243|0.20230069756507874|0.6511461138725281|0.46170833706855774|1.0420897006988525|0.9499176740646362|0.7867166996002197|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.38558682799339294|0.13902682065963745
indian_pines,0.761,0.743,0.743,17,v5,0.0,5|6|7|14|34|38|40|63|97|111|126|133|158|160|161|174|181,0.5267789363861084|0.9616663455963135|1.00985586643219|1.2618046998977661|1.3751081228256226|1.2965925931930542|1.2683969736099243|0.20230069756507874|0.6511461138725281|0.46170833706855774|1.0420897006988525|0.9499176740646362|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.38558682799339294|0.13902682065963745
indian_pines,0.758,0.745,0.745,16,v5,0.0,5|6|7|14|34|38|40|63|97|126|133|158|160|161|174|181,0.5267789363861084|0.9616663455963135|1.00985586643219|1.2618046998977661|1.3751081228256226|1.2965925931930542|1.2683969736099243|0.20230069756507874|0.6511461138725281|1.0420897006988525|0.9499176740646362|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.38558682799339294|0.13902682065963745
indian_pines,0.744,0.731,0.731,15,v5,0.0,5|6|7|14|34|38|40|63|126|133|158|160|161|174|181,0.5267789363861084|0.9616663455963135|1.00985586643219|1.2618046998977661|1.3751081228256226|1.2965925931930542|1.2683969736099243|0.20230069756507874|1.0420897006988525|0.9499176740646362|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.38558682799339294|0.13902682065963745
indian_pines,0.741,0.729,0.729,14,v5,0.0,5|6|7|34|38|40|63|126|133|158|160|161|174|181,0.5267789363861084|0.9616663455963135|1.00985586643219|1.3751081228256226|1.2965925931930542|1.2683969736099243|0.20230069756507874|1.0420897006988525|0.9499176740646362|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.38558682799339294|0.13902682065963745
indian_pines,0.742,0.727,0.727,13,v5,0.0,5|7|34|38|40|63|126|133|158|160|161|174|181,0.5267789363861084|1.00985586643219|1.3751081228256226|1.2965925931930542|1.2683969736099243|0.20230069756507874|1.0420897006988525|0.9499176740646362|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.38558682799339294|0.13902682065963745
indian_pines,0.742,0.726,0.726,12,v5,0.0,5|7|34|38|40|63|126|133|158|160|161|181,0.5267789363861084|1.00985586643219|1.3751081228256226|1.2965925931930542|1.2683969736099243|0.20230069756507874|1.0420897006988525|0.9499176740646362|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.13902682065963745
indian_pines,0.742,0.725,0.725,11,v5,0.0,5|34|38|40|63|126|133|158|160|161|181,0.5267789363861084|1.3751081228256226|1.2965925931930542|1.2683969736099243|0.20230069756507874|1.0420897006988525|0.9499176740646362|0.23683226108551025|0.6804956197738647|0.9040636420249939|0.13902682065963745
indian_pines,0.745,0.725,0.725,10,v5,0.0,5|34|38|40|63|126|133|158|160|181,0.5267789363861084|1.3751081228256226|1.2965925931930542|1.2683969736099243|0.20230069756507874|1.0420897006988525|0.9499176740646362|0.23683226108551025|0.6804956197738647|0.13902682065963745
indian_pines,0.715,0.681,0.681,9,v5,0.0,5|34|38|40|126|133|158|160|181,0.5267789363861084|1.3751081228256226|1.2965925931930542|1.2683969736099243|1.0420897006988525|0.9499176740646362|0.23683226108551025|0.6804956197738647|0.13902682065963745
indian_pines,0.694,0.656,0.656,8,v5,0.0,34|38|40|126|133|158|160|181,1.3751081228256226|1.2965925931930542|1.2683969736099243|1.0420897006988525|0.9499176740646362|0.23683226108551025|0.6804956197738647|0.13902682065963745
indian_pines,0.693,0.65,0.65,7,v5,0.0,34|40|126|133|158|160|181,1.3751081228256226|1.2683969736099243|1.0420897006988525|0.9499176740646362|0.23683226108551025|0.6804956197738647|0.13902682065963745
indian_pines,0.624,0.572,0.572,6,v5,0.0,34|126|133|158|160|181,1.3751081228256226|1.0420897006988525|0.9499176740646362|0.23683226108551025|0.6804956197738647|0.13902682065963745
indian_pines,0.574,0.501,0.501,5,v5,0.0,126|133|158|160|181,1.0420897006988525|0.9499176740646362|0.23683226108551025|0.6804956197738647|0.13902682065963745
indian_pines,0.795,0.766,0.766,30,v6,169.33,5|6|7|8|13|28|34|35|38|40|46|53|63|68|78|81|97|111|118|126|127|132|133|148|158|160|161|174|181|190,0.863193154335022|0.5072731971740723|1.1925349235534668|0.6419214010238647|0.2274002581834793|1.1011393070220947|0.22289258241653442|0.7500723004341125|0.21528899669647217|1.1657174825668335|1.2073081731796265|0.41241517663002014|0.3853135108947754|0.30307522416114807|1.1047791242599487|0.7935838103294373|0.703283429145813|0.5305948853492737|0.20381154119968414|0.7979366183280945|0.8761195540428162|0.9045071601867676|0.5680705904960632|0.844955325126648|0.14008402824401855|0.682294487953186|1.0429348945617676|0.6419384479522705|0.6512244939804077|0.2891572415828705
indian_pines,0.794,0.765,0.765,29,v6,0.0,5|6|7|8|13|28|34|35|38|40|46|53|63|68|78|81|97|111|118|126|127|133|148|158|160|161|174|181|190,0.863193154335022|0.5072731971740723|1.1925349235534668|0.6419214010238647|0.2274002581834793|1.1011393070220947|0.22289258241653442|0.7500723004341125|0.21528899669647217|1.1657174825668335|1.2073081731796265|0.41241517663002014|0.3853135108947754|0.30307522416114807|1.1047791242599487|0.7935838103294373|0.703283429145813|0.5305948853492737|0.20381154119968414|0.7979366183280945|0.8761195540428162|0.5680705904960632|0.844955325126648|0.14008402824401855|0.682294487953186|1.0429348945617676|0.6419384479522705|0.6512244939804077|0.2891572415828705
indian_pines,0.792,0.766,0.766,28,v6,0.0,5|6|7|8|13|28|34|35|38|40|53|63|68|78|81|97|111|118|126|127|133|148|158|160|161|174|181|190,0.863193154335022|0.5072731971740723|1.1925349235534668|0.6419214010238647|0.2274002581834793|1.1011393070220947|0.22289258241653442|0.7500723004341125|0.21528899669647217|1.1657174825668335|0.41241517663002014|0.3853135108947754|0.30307522416114807|1.1047791242599487|0.7935838103294373|0.703283429145813|0.5305948853492737|0.20381154119968414|0.7979366183280945|0.8761195540428162|0.5680705904960632|0.844955325126648|0.14008402824401855|0.682294487953186|1.0429348945617676|0.6419384479522705|0.6512244939804077|0.2891572415828705
indian_pines,0.788,0.762,0.762,27,v6,0.0,5|6|7|8|13|28|34|38|40|53|63|68|78|81|97|111|118|126|127|133|148|158|160|161|174|181|190,0.863193154335022|0.5072731971740723|1.1925349235534668|0.6419214010238647|0.2274002581834793|1.1011393070220947|0.22289258241653442|0.21528899669647217|1.1657174825668335|0.41241517663002014|0.3853135108947754|0.30307522416114807|1.1047791242599487|0.7935838103294373|0.703283429145813|0.5305948853492737|0.20381154119968414|0.7979366183280945|0.8761195540428162|0.5680705904960632|0.844955325126648|0.14008402824401855|0.682294487953186|1.0429348945617676|0.6419384479522705|0.6512244939804077|0.2891572415828705
indian_pines,0.786,0.76,0.76,26,v6,0.0,5|6|7|8|13|28|34|38|40|53|63|78|81|97|111|118|126|127|133|148|158|160|161|174|181|190,0.863193154335022|0.5072731971740723|1.1925349235534668|0.6419214010238647|0.2274002581834793|1.1011393070220947|0.22289258241653442|0.21528899669647217|1.1657174825668335|0.41241517663002014|0.3853135108947754|1.1047791242599487|0.7935838103294373|0.703283429145813|0.5305948853492737|0.20381154119968414|0.7979366183280945|0.8761195540428162|0.5680705904960632|0.844955325126648|0.14008402824401855|0.682294487953186|1.0429348945617676|0.6419384479522705|0.6512244939804077|0.2891572415828705
indian_pines,0.784,0.76,0.76,25,v6,0.0,5|6|7|8|13|28|34|38|40|53|63|78|81|97|111|126|127|133|148|158|160|161|174|181|190,0.863193154335022|0.5072731971740723|1.1925349235534668|0.6419214010238647|0.2274002581834793|1.1011393070220947|0.22289258241653442|0.21528899669647217|1.1657174825668335|0.41241517663002014|0.3853135108947754|1.1047791242599487|0.7935838103294373|0.703283429145813|0.5305948853492737|0.7979366183280945|0.8761195540428162|0.5680705904960632|0.844955325126648|0.14008402824401855|0.682294487953186|1.0429348945617676|0.6419384479522705|0.6512244939804077|0.2891572415828705
indian_pines,0.783,0.758,0.758,24,v6,0.0,5|6|7|8|13|28|34|38|40|53|63|78|81|97|111|126|127|133|148|158|160|161|174|190,0.863193154335022|0.5072731971740723|1.1925349235534668|0.6419214010238647|0.2274002581834793|1.1011393070220947|0.22289258241653442|0.21528899669647217|1.1657174825668335|0.41241517663002014|0.3853135108947754|1.1047791242599487|0.7935838103294373|0.703283429145813|0.5305948853492737|0.7979366183280945|0.8761195540428162|0.5680705904960632|0.844955325126648|0.14008402824401855|0.682294487953186|1.0429348945617676|0.6419384479522705|0.2891572415828705
indian_pines,0.784,0.759,0.759,23,v6,0.0,5|6|7|8|13|28|34|38|40|53|63|78|81|97|111|126|127|133|148|158|160|161|174,0.863193154335022|0.5072731971740723|1.1925349235534668|0.6419214010238647|0.2274002581834793|1.1011393070220947|0.22289258241653442|0.21528899669647217|1.1657174825668335|0.41241517663002014|0.3853135108947754|1.1047791242599487|0.7935838103294373|0.703283429145813|0.5305948853492737|0.7979366183280945|0.8761195540428162|0.5680705904960632|0.844955325126648|0.14008402824401855|0.682294487953186|1.0429348945617676|0.6419384479522705
indian_pines,0.781,0.757,0.757,22,v6,0.0,5|6|7|8|13|28|34|38|40|53|63|78|81|97|111|126|127|133|148|158|160|161,0.863193154335022|0.5072731971740723|1.1925349235534668|0.6419214010238647|0.2274002581834793|1.1011393070220947|0.22289258241653442|0.21528899669647217|1.1657174825668335|0.41241517663002014|0.3853135108947754|1.1047791242599487|0.7935838103294373|0.703283429145813|0.5305948853492737|0.7979366183280945|0.8761195540428162|0.5680705904960632|0.844955325126648|0.14008402824401855|0.682294487953186|1.0429348945617676
indian_pines,0.78,0.757,0.757,21,v6,0.0,5|6|7|13|28|34|38|40|53|63|78|81|97|111|126|127|133|148|158|160|161,0.863193154335022|0.5072731971740723|1.1925349235534668|0.2274002581834793|1.1011393070220947|0.22289258241653442|0.21528899669647217|1.1657174825668335|0.41241517663002014|0.3853135108947754|1.1047791242599487|0.7935838103294373|0.703283429145813|0.5305948853492737|0.7979366183280945|0.8761195540428162|0.5680705904960632|0.844955325126648|0.14008402824401855|0.682294487953186|1.0429348945617676
indian_pines,0.763,0.743,0.743,20,v6,0.0,5|6|7|13|28|38|40|53|63|78|81|97|111|126|127|133|148|158|160|161,0.863193154335022|0.5072731971740723|1.1925349235534668|0.2274002581834793|1.1011393070220947|0.21528899669647217|1.1657174825668335|0.41241517663002014|0.3853135108947754|1.1047791242599487|0.7935838103294373|0.703283429145813|0.5305948853492737|0.7979366183280945|0.8761195540428162|0.5680705904960632|0.844955325126648|0.14008402824401855|0.682294487953186|1.0429348945617676
indian_pines,0.76,0.741,0.741,19,v6,0.0,5|6|7|13|28|38|40|53|63|78|81|97|111|127|133|148|158|160|161,0.863193154335022|0.5072731971740723|1.1925349235534668|0.2274002581834793|1.1011393070220947|0.21528899669647217|1.1657174825668335|0.41241517663002014|0.3853135108947754|1.1047791242599487|0.7935838103294373|0.703283429145813|0.5305948853492737|0.8761195540428162|0.5680705904960632|0.844955325126648|0.14008402824401855|0.682294487953186|1.0429348945617676
