dataset,oa,aa,k,target_size,algorithm,time,selected_features,selected_weights
indian_pines,0.7,0.652,0.652,23,v0,0.0,4|7|15|20|21|23|28|30|84|94|101|107|109|126|132|162|164|167|173|175|179|183|187,0.5681772232055664|0.46053773164749146|0.7779133319854736|0.5058120489120483|0.6670675873756409|0.4831075966358185|0.227185919880867|0.8287849426269531|0.7762479782104492|0.5968297719955444|0.7009152173995972|0.16715146601200104|0.4058954119682312|0.921533465385437|0.7591607570648193|0.6206487417221069|0.1760319024324417|0.8107112646102905|0.8938557505607605|0.8637666702270508|0.15080925822257996|0.3782038390636444|0.7077345848083496
indian_pines,0.703,0.654,0.654,22,v0,0.0,4|7|15|20|21|23|28|30|84|94|101|109|126|132|162|164|167|173|175|179|183|187,0.5681772232055664|0.46053773164749146|0.7779133319854736|0.5058120489120483|0.6670675873756409|0.4831075966358185|0.227185919880867|0.8287849426269531|0.7762479782104492|0.5968297719955444|0.7009152173995972|0.4058954119682312|0.921533465385437|0.7591607570648193|0.6206487417221069|0.1760319024324417|0.8107112646102905|0.8938557505607605|0.8637666702270508|0.15080925822257996|0.3782038390636444|0.7077345848083496
indian_pines,0.702,0.652,0.652,21,v0,0.0,4|7|15|20|21|23|28|30|84|94|101|109|126|132|162|164|173|175|179|183|187,0.5681772232055664|0.46053773164749146|0.7779133319854736|0.5058120489120483|0.6670675873756409|0.4831075966358185|0.227185919880867|0.8287849426269531|0.7762479782104492|0.5968297719955444|0.7009152173995972|0.4058954119682312|0.921533465385437|0.7591607570648193|0.6206487417221069|0.1760319024324417|0.8938557505607605|0.8637666702270508|0.15080925822257996|0.3782038390636444|0.7077345848083496
indian_pines,0.701,0.652,0.652,20,v0,0.0,4|7|15|20|21|23|28|30|84|94|101|109|126|132|162|164|173|179|183|187,0.5681772232055664|0.46053773164749146|0.7779133319854736|0.5058120489120483|0.6670675873756409|0.4831075966358185|0.227185919880867|0.8287849426269531|0.7762479782104492|0.5968297719955444|0.7009152173995972|0.4058954119682312|0.921533465385437|0.7591607570648193|0.6206487417221069|0.1760319024324417|0.8938557505607605|0.15080925822257996|0.3782038390636444|0.7077345848083496
indian_pines,0.7,0.649,0.649,19,v0,0.0,4|7|15|20|21|23|28|30|84|94|109|126|132|162|164|173|179|183|187,0.5681772232055664|0.46053773164749146|0.7779133319854736|0.5058120489120483|0.6670675873756409|0.4831075966358185|0.227185919880867|0.8287849426269531|0.7762479782104492|0.5968297719955444|0.4058954119682312|0.921533465385437|0.7591607570648193|0.6206487417221069|0.1760319024324417|0.8938557505607605|0.15080925822257996|0.3782038390636444|0.7077345848083496
indian_pines,0.701,0.652,0.652,18,v0,0.0,4|7|15|20|23|28|30|84|94|109|126|132|162|164|173|179|183|187,0.5681772232055664|0.46053773164749146|0.7779133319854736|0.5058120489120483|0.4831075966358185|0.227185919880867|0.8287849426269531|0.7762479782104492|0.5968297719955444|0.4058954119682312|0.921533465385437|0.7591607570648193|0.6206487417221069|0.1760319024324417|0.8938557505607605|0.15080925822257996|0.3782038390636444|0.7077345848083496
indian_pines,0.701,0.654,0.654,17,v0,0.0,4|7|15|20|28|30|84|94|109|126|132|162|164|173|179|183|187,0.5681772232055664|0.46053773164749146|0.7779133319854736|0.5058120489120483|0.227185919880867|0.8287849426269531|0.7762479782104492|0.5968297719955444|0.4058954119682312|0.921533465385437|0.7591607570648193|0.6206487417221069|0.1760319024324417|0.8938557505607605|0.15080925822257996|0.3782038390636444|0.7077345848083496
indian_pines,0.689,0.638,0.638,16,v0,0.0,4|7|15|20|28|30|84|109|126|132|162|164|173|179|183|187,0.5681772232055664|0.46053773164749146|0.7779133319854736|0.5058120489120483|0.227185919880867|0.8287849426269531|0.7762479782104492|0.4058954119682312|0.921533465385437|0.7591607570648193|0.6206487417221069|0.1760319024324417|0.8938557505607605|0.15080925822257996|0.3782038390636444|0.7077345848083496
indian_pines,0.689,0.637,0.637,15,v0,0.0,4|7|15|20|28|30|84|109|126|132|162|164|179|183|187,0.5681772232055664|0.46053773164749146|0.7779133319854736|0.5058120489120483|0.227185919880867|0.8287849426269531|0.7762479782104492|0.4058954119682312|0.921533465385437|0.7591607570648193|0.6206487417221069|0.1760319024324417|0.15080925822257996|0.3782038390636444|0.7077345848083496
indian_pines,0.693,0.639,0.639,14,v0,0.0,4|7|15|20|28|30|84|126|132|162|164|179|183|187,0.5681772232055664|0.46053773164749146|0.7779133319854736|0.5058120489120483|0.227185919880867|0.8287849426269531|0.7762479782104492|0.921533465385437|0.7591607570648193|0.6206487417221069|0.1760319024324417|0.15080925822257996|0.3782038390636444|0.7077345848083496
indian_pines,0.685,0.619,0.619,13,v0,0.0,4|7|15|20|30|84|126|132|162|164|179|183|187,0.5681772232055664|0.46053773164749146|0.7779133319854736|0.5058120489120483|0.8287849426269531|0.7762479782104492|0.921533465385437|0.7591607570648193|0.6206487417221069|0.1760319024324417|0.15080925822257996|0.3782038390636444|0.7077345848083496
indian_pines,0.694,0.628,0.628,12,v0,0.0,7|15|20|30|84|126|132|162|164|179|183|187,0.46053773164749146|0.7779133319854736|0.5058120489120483|0.8287849426269531|0.7762479782104492|0.921533465385437|0.7591607570648193|0.6206487417221069|0.1760319024324417|0.15080925822257996|0.3782038390636444|0.7077345848083496
indian_pines,0.702,0.636,0.636,11,v0,0.0,7|15|20|30|84|126|132|162|164|179|183,0.46053773164749146|0.7779133319854736|0.5058120489120483|0.8287849426269531|0.7762479782104492|0.921533465385437|0.7591607570648193|0.6206487417221069|0.1760319024324417|0.15080925822257996|0.3782038390636444
indian_pines,0.705,0.638,0.638,10,v0,0.0,7|15|20|30|84|126|132|162|179|183,0.46053773164749146|0.7779133319854736|0.5058120489120483|0.8287849426269531|0.7762479782104492|0.921533465385437|0.7591607570648193|0.6206487417221069|0.15080925822257996|0.3782038390636444
indian_pines,0.687,0.607,0.607,9,v0,0.0,7|15|20|30|126|132|162|179|183,0.46053773164749146|0.7779133319854736|0.5058120489120483|0.8287849426269531|0.921533465385437|0.7591607570648193|0.6206487417221069|0.15080925822257996|0.3782038390636444
indian_pines,0.693,0.614,0.614,8,v0,0.0,7|15|20|30|126|132|162|183,0.46053773164749146|0.7779133319854736|0.5058120489120483|0.8287849426269531|0.921533465385437|0.7591607570648193|0.6206487417221069|0.3782038390636444
indian_pines,0.689,0.606,0.606,7,v0,0.0,7|15|20|30|132|162|183,0.46053773164749146|0.7779133319854736|0.5058120489120483|0.8287849426269531|0.7591607570648193|0.6206487417221069|0.3782038390636444
indian_pines,0.624,0.526,0.526,6,v0,0.0,7|15|20|30|162|183,0.46053773164749146|0.7779133319854736|0.5058120489120483|0.8287849426269531|0.6206487417221069|0.3782038390636444
indian_pines,0.621,0.52,0.52,5,v0,0.0,7|15|30|162|183,0.46053773164749146|0.7779133319854736|0.8287849426269531|0.6206487417221069|0.3782038390636444
indian_pines,0.759,0.732,0.732,30,v1,481.443,3|5|6|8|10|15|34|35|36|52|57|58|62|64|69|77|78|80|81|91|92|94|97|98|99|100|111|126|148|176,0.4306055009365082|0.5601198077201843|0.3847634196281433|0.331927627325058|0.08626888692378998|0.0014894396299496293|0.02592605911195278|0.804578959941864|0.6784762740135193|0.8261122703552246|0.014422782696783543|0.8706206679344177|0.6881648302078247|0.5921216011047363|0.1942676603794098|0.7233986854553223|0.6860855221748352|0.8031744360923767|0.01819809339940548|0.11615919321775436|0.09473990648984909|0.8145322203636169|0.8295900821685791|0.2972366213798523|0.009495096281170845|0.08538040518760681|0.01952049508690834|0.3542841076850891|0.6919066905975342|0.3608300983905792
indian_pines,0.759,0.733,0.733,29,v1,0.0,3|5|6|8|10|15|34|35|36|52|57|58|62|64|69|77|78|80|81|91|94|97|98|99|100|111|126|148|176,0.4306055009365082|0.5601198077201843|0.3847634196281433|0.331927627325058|0.08626888692378998|0.0014894396299496293|0.02592605911195278|0.804578959941864|0.6784762740135193|0.8261122703552246|0.014422782696783543|0.8706206679344177|0.6881648302078247|0.5921216011047363|0.1942676603794098|0.7233986854553223|0.6860855221748352|0.8031744360923767|0.01819809339940548|0.11615919321775436|0.8145322203636169|0.8295900821685791|0.2972366213798523|0.009495096281170845|0.08538040518760681|0.01952049508690834|0.3542841076850891|0.6919066905975342|0.3608300983905792
indian_pines,0.759,0.732,0.732,28,v1,0.0,3|5|6|8|15|34|35|36|52|57|58|62|64|69|77|78|80|81|91|94|97|98|99|100|111|126|148|176,0.4306055009365082|0.5601198077201843|0.3847634196281433|0.331927627325058|0.0014894396299496293|0.02592605911195278|0.804578959941864|0.6784762740135193|0.8261122703552246|0.014422782696783543|0.8706206679344177|0.6881648302078247|0.5921216011047363|0.1942676603794098|0.7233986854553223|0.6860855221748352|0.8031744360923767|0.01819809339940548|0.11615919321775436|0.8145322203636169|0.8295900821685791|0.2972366213798523|0.009495096281170845|0.08538040518760681|0.01952049508690834|0.3542841076850891|0.6919066905975342|0.3608300983905792
indian_pines,0.758,0.731,0.731,27,v1,0.0,3|5|8|15|34|35|36|52|57|58|62|64|69|77|78|80|81|91|94|97|98|99|100|111|126|148|176,0.4306055009365082|0.5601198077201843|0.331927627325058|0.0014894396299496293|0.02592605911195278|0.804578959941864|0.6784762740135193|0.8261122703552246|0.014422782696783543|0.8706206679344177|0.6881648302078247|0.5921216011047363|0.1942676603794098|0.7233986854553223|0.6860855221748352|0.8031744360923767|0.01819809339940548|0.11615919321775436|0.8145322203636169|0.8295900821685791|0.2972366213798523|0.009495096281170845|0.08538040518760681|0.01952049508690834|0.3542841076850891|0.6919066905975342|0.3608300983905792
indian_pines,0.751,0.726,0.726,26,v1,0.0,3|5|8|34|35|36|52|57|58|62|64|69|77|78|80|81|91|94|97|98|99|100|111|126|148|176,0.4306055009365082|0.5601198077201843|0.331927627325058|0.02592605911195278|0.804578959941864|0.6784762740135193|0.8261122703552246|0.014422782696783543|0.8706206679344177|0.6881648302078247|0.5921216011047363|0.1942676603794098|0.7233986854553223|0.6860855221748352|0.8031744360923767|0.01819809339940548|0.11615919321775436|0.8145322203636169|0.8295900821685791|0.2972366213798523|0.009495096281170845|0.08538040518760681|0.01952049508690834|0.3542841076850891|0.6919066905975342|0.3608300983905792
indian_pines,0.735,0.708,0.708,25,v1,0.0,3|5|8|34|35|36|52|57|58|62|64|69|77|78|80|81|91|94|97|98|99|100|111|126|148,0.4306055009365082|0.5601198077201843|0.331927627325058|0.02592605911195278|0.804578959941864|0.6784762740135193|0.8261122703552246|0.014422782696783543|0.8706206679344177|0.6881648302078247|0.5921216011047363|0.1942676603794098|0.7233986854553223|0.6860855221748352|0.8031744360923767|0.01819809339940548|0.11615919321775436|0.8145322203636169|0.8295900821685791|0.2972366213798523|0.009495096281170845|0.08538040518760681|0.01952049508690834|0.3542841076850891|0.6919066905975342
indian_pines,0.723,0.696,0.696,24,v1,0.0,3|5|8|34|35|36|52|57|58|62|64|69|77|78|80|81|91|94|97|98|99|100|111|148,0.4306055009365082|0.5601198077201843|0.331927627325058|0.02592605911195278|0.804578959941864|0.6784762740135193|0.8261122703552246|0.014422782696783543|0.8706206679344177|0.6881648302078247|0.5921216011047363|0.1942676603794098|0.7233986854553223|0.6860855221748352|0.8031744360923767|0.01819809339940548|0.11615919321775436|0.8145322203636169|0.8295900821685791|0.2972366213798523|0.009495096281170845|0.08538040518760681|0.01952049508690834|0.6919066905975342
