dataset,target_size,algorithm,oa,aa,k,fold
indian_pines,30,v6,0.79,0.79,0.76,0
indian_pines,30,v6,0.78,0.78,0.75,1
indian_pines,30,v6,0.8,0.75,0.77,2
indian_pines,30,v6,0.77,0.77,0.74,3
indian_pines,30,v6,0.79,0.74,0.76,4
indian_pines,30,v6,0.79,0.75,0.77,5
indian_pines,30,v6,0.81,0.79,0.78,6
indian_pines,30,v6,0.8,0.77,0.77,7
indian_pines,30,v6,0.8,0.75,0.77,8
indian_pines,30,v6,0.79,0.75,0.76,9
indian_pines,30,v6,0.78,0.71,0.75,10
indian_pines,30,v6,0.8,0.8,0.77,11
indian_pines,30,v6,0.79,0.8,0.77,12
indian_pines,30,v6,0.8,0.79,0.77,13
indian_pines,30,v6,0.8,0.77,0.77,14
indian_pines,30,v6,0.8,0.79,0.78,15
indian_pines,30,v6,0.8,0.77,0.77,16
indian_pines,30,v6,0.8,0.72,0.77,17
indian_pines,30,v6,0.8,0.78,0.77,18
indian_pines,30,v6,0.82,0.77,0.79,19
indian_pines,29,v6,0.79,0.79,0.77,0
indian_pines,29,v6,0.78,0.78,0.75,1
indian_pines,29,v6,0.8,0.76,0.77,2
indian_pines,29,v6,0.77,0.77,0.74,3
indian_pines,29,v6,0.79,0.74,0.76,4
indian_pines,29,v6,0.79,0.75,0.76,5
indian_pines,29,v6,0.81,0.79,0.78,6
indian_pines,29,v6,0.8,0.77,0.77,7
indian_pines,29,v6,0.79,0.75,0.77,8
indian_pines,29,v6,0.79,0.75,0.76,9
indian_pines,29,v6,0.78,0.71,0.75,10
indian_pines,29,v6,0.8,0.79,0.77,11
indian_pines,29,v6,0.79,0.8,0.76,12
indian_pines,29,v6,0.79,0.78,0.76,13
indian_pines,29,v6,0.8,0.77,0.77,14
indian_pines,29,v6,0.8,0.79,0.77,15
indian_pines,29,v6,0.8,0.76,0.77,16
indian_pines,29,v6,0.8,0.72,0.77,17
indian_pines,29,v6,0.8,0.78,0.77,18
indian_pines,29,v6,0.82,0.76,0.79,19
indian_pines,28,v6,0.79,0.79,0.76,0
indian_pines,28,v6,0.78,0.78,0.75,1
indian_pines,28,v6,0.79,0.75,0.76,2
indian_pines,28,v6,0.77,0.78,0.74,3
indian_pines,28,v6,0.79,0.74,0.75,4
indian_pines,28,v6,0.79,0.75,0.76,5
indian_pines,28,v6,0.8,0.79,0.78,6
indian_pines,28,v6,0.8,0.77,0.77,7
indian_pines,28,v6,0.79,0.75,0.76,8
indian_pines,28,v6,0.79,0.76,0.76,9
indian_pines,28,v6,0.78,0.71,0.75,10
indian_pines,28,v6,0.8,0.8,0.77,11
