dataset,target_size,algorithm,oa,aa,k,fold
paviaU,30,v9,0.92,0.9,0.9,0
paviaU,30,v9,0.92,0.9,0.9,1
paviaU,30,v9,0.92,0.9,0.9,2
paviaU,30,v9,0.92,0.9,0.9,3
paviaU,30,v9,0.91,0.88,0.88,4
paviaU,30,v9,0.93,0.9,0.9,5
paviaU,30,v9,0.92,0.89,0.89,6
paviaU,30,v9,0.92,0.9,0.9,7
paviaU,30,v9,0.92,0.9,0.9,8
paviaU,30,v9,0.92,0.89,0.9,9
paviaU,30,v9,0.92,0.9,0.89,10
paviaU,30,v9,0.92,0.9,0.9,11
paviaU,30,v9,0.92,0.9,0.9,12
paviaU,30,v9,0.93,0.9,0.9,13
paviaU,30,v9,0.92,0.89,0.89,14
paviaU,30,v9,0.91,0.89,0.89,15
paviaU,30,v9,0.92,0.9,0.89,16
paviaU,30,v9,0.92,0.89,0.89,17
paviaU,30,v9,0.92,0.9,0.89,18
paviaU,30,v9,0.92,0.9,0.9,19
paviaU,29,v9,0.92,0.9,0.9,0
paviaU,29,v9,0.92,0.9,0.9,1
paviaU,29,v9,0.93,0.9,0.9,2
paviaU,29,v9,0.92,0.9,0.9,3
paviaU,29,v9,0.91,0.89,0.89,4
paviaU,29,v9,0.93,0.9,0.9,5
paviaU,29,v9,0.92,0.89,0.89,6
paviaU,29,v9,0.92,0.9,0.9,7
paviaU,29,v9,0.92,0.9,0.9,8
paviaU,29,v9,0.92,0.9,0.9,9
paviaU,29,v9,0.92,0.9,0.9,10
paviaU,29,v9,0.92,0.9,0.9,11
paviaU,29,v9,0.92,0.9,0.9,12
paviaU,29,v9,0.93,0.91,0.9,13
paviaU,29,v9,0.92,0.89,0.89,14
paviaU,29,v9,0.91,0.89,0.89,15
paviaU,29,v9,0.92,0.9,0.89,16
paviaU,29,v9,0.92,0.89,0.89,17
paviaU,29,v9,0.92,0.9,0.89,18
paviaU,29,v9,0.92,0.9,0.9,19
paviaU,28,v9,0.93,0.91,0.9,0
paviaU,28,v9,0.92,0.9,0.9,1
paviaU,28,v9,0.93,0.9,0.9,2
paviaU,28,v9,0.92,0.9,0.9,3
paviaU,28,v9,0.92,0.89,0.89,4
paviaU,28,v9,0.93,0.9,0.9,5
paviaU,28,v9,0.92,0.89,0.89,6
paviaU,28,v9,0.92,0.9,0.9,7
paviaU,28,v9,0.92,0.9,0.9,8
paviaU,28,v9,0.92,0.89,0.89,9
paviaU,28,v9,0.92,0.9,0.9,10
paviaU,28,v9,0.92,0.9,0.9,11
paviaU,28,v9,0.92,0.9,0.9,12
paviaU,28,v9,0.93,0.91,0.91,13
paviaU,28,v9,0.92,0.9,0.9,14
paviaU,28,v9,0.91,0.89,0.89,15
paviaU,28,v9,0.92,0.9,0.9,16
paviaU,28,v9,0.92,0.9,0.89,17
paviaU,28,v9,0.92,0.9,0.9,18
paviaU,28,v9,0.93,0.9,0.9,19
paviaU,27,v9,0.92,0.9,0.9,0
paviaU,27,v9,0.93,0.9,0.9,1
paviaU,27,v9,0.93,0.9,0.9,2
paviaU,27,v9,0.92,0.9,0.9,3
paviaU,27,v9,0.92,0.9,0.89,4
paviaU,27,v9,0.92,0.9,0.9,5
paviaU,27,v9,0.92,0.9,0.89,6
paviaU,27,v9,0.92,0.91,0.9,7
paviaU,27,v9,0.92,0.9,0.9,8
paviaU,27,v9,0.92,0.89,0.9,9
paviaU,27,v9,0.93,0.9,0.9,10
paviaU,27,v9,0.92,0.9,0.9,11
paviaU,27,v9,0.92,0.9,0.9,12
paviaU,27,v9,0.93,0.91,0.91,13
paviaU,27,v9,0.92,0.89,0.9,14
paviaU,27,v9,0.92,0.9,0.89,15
paviaU,27,v9,0.93,0.9,0.9,16
paviaU,27,v9,0.92,0.9,0.9,17
paviaU,27,v9,0.92,0.9,0.89,18
paviaU,27,v9,0.92,0.9,0.9,19
paviaU,26,v9,0.93,0.91,0.9,0
paviaU,26,v9,0.93,0.9,0.9,1
paviaU,26,v9,0.93,0.91,0.9,2
paviaU,26,v9,0.92,0.9,0.9,3
paviaU,26,v9,0.92,0.9,0.89,4
paviaU,26,v9,0.92,0.9,0.9,5
paviaU,26,v9,0.92,0.9,0.9,6
paviaU,26,v9,0.93,0.91,0.9,7
paviaU,26,v9,0.92,0.9,0.9,8
paviaU,26,v9,0.92,0.89,0.9,9
paviaU,26,v9,0.93,0.9,0.9,10
paviaU,26,v9,0.92,0.89,0.9,11
paviaU,26,v9,0.93,0.9,0.9,12
paviaU,26,v9,0.93,0.91,0.91,13
paviaU,26,v9,0.92,0.9,0.9,14
paviaU,26,v9,0.92,0.9,0.89,15
paviaU,26,v9,0.93,0.9,0.9,16
paviaU,26,v9,0.92,0.9,0.9,17
paviaU,26,v9,0.92,0.9,0.9,18
paviaU,26,v9,0.92,0.9,0.9,19
paviaU,25,v9,0.93,0.91,0.9,0
paviaU,25,v9,0.93,0.9,0.91,1
paviaU,25,v9,0.93,0.9,0.9,2
paviaU,25,v9,0.93,0.9,0.9,3
paviaU,25,v9,0.92,0.9,0.9,4
paviaU,25,v9,0.93,0.9,0.9,5
paviaU,25,v9,0.92,0.9,0.9,6
paviaU,25,v9,0.93,0.91,0.9,7
paviaU,25,v9,0.92,0.9,0.9,8
paviaU,25,v9,0.92,0.9,0.9,9
paviaU,25,v9,0.93,0.91,0.9,10
paviaU,25,v9,0.92,0.89,0.9,11
paviaU,25,v9,0.92,0.9,0.9,12
paviaU,25,v9,0.93,0.91,0.91,13
paviaU,25,v9,0.92,0.9,0.9,14
paviaU,25,v9,0.92,0.89,0.89,15
paviaU,25,v9,0.93,0.9,0.9,16
paviaU,25,v9,0.92,0.9,0.9,17
paviaU,25,v9,0.92,0.9,0.89,18
paviaU,25,v9,0.93,0.9,0.9,19
paviaU,24,v9,0.93,0.91,0.9,0
paviaU,24,v9,0.93,0.9,0.9,1
paviaU,24,v9,0.93,0.9,0.9,2
paviaU,24,v9,0.93,0.9,0.9,3
paviaU,24,v9,0.92,0.89,0.89,4
paviaU,24,v9,0.93,0.9,0.9,5
paviaU,24,v9,0.92,0.9,0.9,6
paviaU,24,v9,0.93,0.91,0.9,7
paviaU,24,v9,0.93,0.9,0.9,8
paviaU,24,v9,0.92,0.89,0.9,9
paviaU,24,v9,0.92,0.9,0.9,10
paviaU,24,v9,0.92,0.89,0.9,11
paviaU,24,v9,0.93,0.9,0.9,12
paviaU,24,v9,0.93,0.91,0.91,13
paviaU,24,v9,0.92,0.89,0.89,14
paviaU,24,v9,0.92,0.89,0.89,15
paviaU,24,v9,0.93,0.9,0.9,16
paviaU,24,v9,0.92,0.9,0.9,17
paviaU,24,v9,0.92,0.89,0.89,18
paviaU,24,v9,0.93,0.9,0.9,19
paviaU,23,v9,0.93,0.91,0.9,0
paviaU,23,v9,0.92,0.9,0.9,1
paviaU,23,v9,0.93,0.9,0.9,2
paviaU,23,v9,0.93,0.9,0.9,3
paviaU,23,v9,0.92,0.9,0.89,4
paviaU,23,v9,0.93,0.9,0.9,5
paviaU,23,v9,0.92,0.89,0.89,6
paviaU,23,v9,0.93,0.9,0.9,7
paviaU,23,v9,0.93,0.9,0.9,8
paviaU,23,v9,0.92,0.9,0.9,9
paviaU,23,v9,0.92,0.9,0.9,10
paviaU,23,v9,0.92,0.89,0.9,11
paviaU,23,v9,0.93,0.9,0.9,12
paviaU,23,v9,0.93,0.91,0.91,13
paviaU,23,v9,0.92,0.9,0.89,14
paviaU,23,v9,0.91,0.89,0.89,15
paviaU,23,v9,0.93,0.9,0.9,16
paviaU,23,v9,0.92,0.9,0.9,17
paviaU,23,v9,0.92,0.89,0.89,18
paviaU,23,v9,0.93,0.9,0.9,19
paviaU,22,v9,0.93,0.9,0.9,0
paviaU,22,v9,0.93,0.9,0.9,1
paviaU,22,v9,0.93,0.9,0.9,2
paviaU,22,v9,0.92,0.9,0.9,3
paviaU,22,v9,0.92,0.9,0.89,4
paviaU,22,v9,0.92,0.9,0.9,5
paviaU,22,v9,0.92,0.9,0.9,6
paviaU,22,v9,0.93,0.91,0.9,7
paviaU,22,v9,0.93,0.91,0.9,8
paviaU,22,v9,0.92,0.89,0.9,9
paviaU,22,v9,0.92,0.9,0.9,10
paviaU,22,v9,0.92,0.89,0.9,11
paviaU,22,v9,0.93,0.9,0.9,12
paviaU,22,v9,0.93,0.91,0.9,13
paviaU,22,v9,0.92,0.9,0.89,14
paviaU,22,v9,0.91,0.89,0.89,15
paviaU,22,v9,0.93,0.91,0.9,16
paviaU,22,v9,0.93,0.9,0.9,17
paviaU,22,v9,0.92,0.89,0.89,18
paviaU,22,v9,0.92,0.9,0.9,19
paviaU,21,v9,0.93,0.9,0.9,0
paviaU,21,v9,0.93,0.91,0.9,1
paviaU,21,v9,0.93,0.9,0.9,2
paviaU,21,v9,0.93,0.91,0.9,3
paviaU,21,v9,0.92,0.9,0.89,4
paviaU,21,v9,0.93,0.9,0.9,5
paviaU,21,v9,0.92,0.9,0.89,6
paviaU,21,v9,0.92,0.9,0.9,7
paviaU,21,v9,0.93,0.91,0.9,8
paviaU,21,v9,0.92,0.89,0.9,9
paviaU,21,v9,0.92,0.9,0.9,10
paviaU,21,v9,0.92,0.89,0.9,11
paviaU,21,v9,0.93,0.9,0.9,12
paviaU,21,v9,0.93,0.91,0.91,13
paviaU,21,v9,0.92,0.9,0.89,14
paviaU,21,v9,0.91,0.89,0.89,15
paviaU,21,v9,0.93,0.9,0.9,16
paviaU,21,v9,0.93,0.9,0.9,17
paviaU,21,v9,0.92,0.89,0.89,18
paviaU,21,v9,0.92,0.9,0.9,19
paviaU,20,v9,0.93,0.9,0.9,0
paviaU,20,v9,0.93,0.9,0.9,1
paviaU,20,v9,0.93,0.9,0.9,2
paviaU,20,v9,0.93,0.9,0.9,3
paviaU,20,v9,0.92,0.9,0.89,4
paviaU,20,v9,0.92,0.89,0.9,5
paviaU,20,v9,0.92,0.9,0.89,6
paviaU,20,v9,0.93,0.91,0.9,7
paviaU,20,v9,0.93,0.91,0.9,8
paviaU,20,v9,0.92,0.89,0.9,9
paviaU,20,v9,0.93,0.9,0.9,10
paviaU,20,v9,0.92,0.89,0.9,11
paviaU,20,v9,0.93,0.9,0.9,12
paviaU,20,v9,0.93,0.91,0.91,13
paviaU,20,v9,0.92,0.9,0.9,14
paviaU,20,v9,0.91,0.89,0.89,15
paviaU,20,v9,0.92,0.9,0.9,16
paviaU,20,v9,0.92,0.9,0.9,17
paviaU,20,v9,0.92,0.89,0.89,18
paviaU,20,v9,0.93,0.91,0.9,19
paviaU,19,v9,0.93,0.91,0.9,0
paviaU,19,v9,0.93,0.9,0.9,1
paviaU,19,v9,0.93,0.9,0.9,2
paviaU,19,v9,0.93,0.91,0.9,3
paviaU,19,v9,0.92,0.9,0.9,4
paviaU,19,v9,0.92,0.9,0.9,5
paviaU,19,v9,0.92,0.9,0.89,6
paviaU,19,v9,0.93,0.91,0.9,7
paviaU,19,v9,0.93,0.91,0.9,8
paviaU,19,v9,0.92,0.89,0.9,9
paviaU,19,v9,0.93,0.9,0.9,10
paviaU,19,v9,0.93,0.89,0.9,11
paviaU,19,v9,0.93,0.9,0.9,12
paviaU,19,v9,0.93,0.91,0.91,13
paviaU,19,v9,0.92,0.9,0.9,14
paviaU,19,v9,0.91,0.89,0.89,15
paviaU,19,v9,0.92,0.9,0.9,16
paviaU,19,v9,0.93,0.9,0.9,17
paviaU,19,v9,0.92,0.89,0.89,18
paviaU,19,v9,0.93,0.91,0.91,19
paviaU,18,v9,0.93,0.91,0.9,0
paviaU,18,v9,0.93,0.9,0.9,1
paviaU,18,v9,0.93,0.9,0.9,2
paviaU,18,v9,0.93,0.9,0.9,3
paviaU,18,v9,0.92,0.9,0.9,4
paviaU,18,v9,0.93,0.9,0.9,5
paviaU,18,v9,0.92,0.9,0.9,6
paviaU,18,v9,0.93,0.91,0.9,7
paviaU,18,v9,0.93,0.91,0.9,8
paviaU,18,v9,0.93,0.9,0.9,9
paviaU,18,v9,0.93,0.9,0.9,10
paviaU,18,v9,0.93,0.89,0.9,11
